mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_radius,param_min_samples,param_decay,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
1.8060486316680908,0.0,0.1690375804901123,0.0,0.389,2,1155,"{'radius': 0.389, 'min_samples': 2, 'decay': 1155}",0.0,0.0,0.0,40
1.8745253086090088,0.0,0.22200345993041992,0.0,0.445,4,1788,"{'radius': 0.445, 'min_samples': 4, 'decay': 1788}",0.0,0.0,0.0,40
1.768453598022461,0.0,0.1960432529449463,0.0,0.112,12,944,"{'radius': 0.112, 'min_samples': 12, 'decay': 944}",0.058273632867280926,0.058273632867280926,0.0,8
2.010305643081665,0.0,0.23405218124389648,0.0,0.445,14,733,"{'radius': 0.445, 'min_samples': 14, 'decay': 733}",0.0,0.0,0.0,40
1.9254918098449707,0.0,0.19904565811157227,0.0,0.112,10,522,"{'radius': 0.112, 'min_samples': 10, 'decay': 522}",0.0,0.0,0.0,40
1.9634935855865479,0.0,0.20204567909240723,0.0,0.5,6,2000,"{'radius': 0.5, 'min_samples': 6, 'decay': 2000}",0.0,0.0,0.0,40
4.5720837116241455,0.0,0.15403509140014648,0.0,0.112,14,522,"{'radius': 0.112, 'min_samples': 14, 'decay': 522}",0.0,0.0,0.0,40
3.1717705726623535,0.0,0.6671504974365234,0.0,0.001,4,1788,"{'radius': 0.001, 'min_samples': 4, 'decay': 1788}",0.0005790462960372891,0.0005790462960372891,0.0,33
2.2104945182800293,0.0,0.21104693412780762,0.0,0.445,4,733,"{'radius': 0.445, 'min_samples': 4, 'decay': 733}",0.0,0.0,0.0,40
1.6893789768218994,0.0,0.17203807830810547,0.0,0.5,10,100,"{'radius': 0.5, 'min_samples': 10, 'decay': 100}",0.0,0.0,0.0,40
1.9084272384643555,0.0,0.2081592082977295,0.0,0.334,10,944,"{'radius': 0.334, 'min_samples': 10, 'decay': 944}",0.0,0.0,0.0,40
1.8114099502563477,0.0,0.19403982162475586,0.0,0.112,10,311,"{'radius': 0.112, 'min_samples': 10, 'decay': 311}",0.0,0.0,0.0,40
1.76739501953125,0.0,0.189039945602417,0.0,0.445,14,2000,"{'radius': 0.445, 'min_samples': 14, 'decay': 2000}",0.0,0.0,0.0,40
2.085468292236328,0.0,0.17504096031188965,0.0,0.278,10,733,"{'radius': 0.278, 'min_samples': 10, 'decay': 733}",0.0,0.0,0.0,40
1.723383903503418,0.0,0.2070484161376953,0.0,0.056,16,2000,"{'radius': 0.056, 'min_samples': 16, 'decay': 2000}",0.24441398695049885,0.24441398695049885,0.0,1
