mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_stab_period,param_gamma_normal,param_ff,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
4.300964117050171,0.0,2.4765567779541016,0.0,20,0.944,0.772,"{'stab_period': 20, 'gamma_normal': 0.944, 'ff': 0.772}",0.6037136964954773,0.6037136964954773,0.0,51
4.4569995403289795,0.0,2.697608709335327,0.0,8,0.888,0.663,"{'stab_period': 8, 'gamma_normal': 0.888, 'ff': 0.663}",0.6319719492674708,0.6319719492674708,0.0,36
4.462001323699951,0.0,2.312520980834961,0.0,0,0.555,0.99,"{'stab_period': 0, 'gamma_normal': 0.555, 'ff': 0.99}",0.40772082615105454,0.40772082615105454,0.0,94
3.700831174850464,0.0,2.588578224182129,0.0,17,0.555,0.881,"{'stab_period': 17, 'gamma_normal': 0.555, 'ff': 0.881}",0.6244304568276581,0.6244304568276581,0.0,44
5.130150318145752,0.0,2.631592273712158,0.0,8,0.722,0.881,"{'stab_period': 8, 'gamma_normal': 0.722, 'ff': 0.881}",0.616945004591095,0.616945004591095,0.0,47
4.94810938835144,0.0,2.479558229446411,0.0,8,0.999,0.718,"{'stab_period': 8, 'gamma_normal': 0.999, 'ff': 0.718}",0.43169786198415905,0.43169786198415905,0.0,89
5.1991682052612305,0.0,3.5417935848236084,0.0,8,0.5,0.718,"{'stab_period': 8, 'gamma_normal': 0.5, 'ff': 0.718}",0.6467543792272421,0.6467543792272421,0.0,24
4.587028741836548,0.0,3.858867645263672,0.0,8,0.888,0.609,"{'stab_period': 8, 'gamma_normal': 0.888, 'ff': 0.609}",0.6360380586949269,0.6360380586949269,0.0,34
4.979116439819336,0.0,2.6005852222442627,0.0,17,0.888,0.5,"{'stab_period': 17, 'gamma_normal': 0.888, 'ff': 0.5}",0.4558819304697599,0.4558819304697599,0.0,85
6.625485897064209,0.0,2.975858688354492,0.0,2,0.611,0.881,"{'stab_period': 2, 'gamma_normal': 0.611, 'ff': 0.881}",0.5843036372279841,0.5843036372279841,0.0,55
5.053133964538574,0.0,2.512563467025757,0.0,8,0.722,0.827,"{'stab_period': 8, 'gamma_normal': 0.722, 'ff': 0.827}",0.6393685104321929,0.6393685104321929,0.0,31
4.098919630050659,0.0,2.503561019897461,0.0,8,0.555,0.827,"{'stab_period': 8, 'gamma_normal': 0.555, 'ff': 0.827}",0.6237068343867593,0.6237068343867593,0.0,45
4.142929553985596,0.0,3.066688060760498,0.0,4,0.888,0.936,"{'stab_period': 4, 'gamma_normal': 0.888, 'ff': 0.936}",0.6470967889962004,0.6470967889962004,0.0,23
5.754291534423828,0.0,2.510751724243164,0.0,2,0.999,0.827,"{'stab_period': 2, 'gamma_normal': 0.999, 'ff': 0.827}",0.37228984461551684,0.37228984461551684,0.0,97
3.0286812782287598,0.0,1.3212976455688477,0.0,0,0.999,0.5,"{'stab_period': 0, 'gamma_normal': 0.999, 'ff': 0.5}",0.2706659622588886,0.2706659622588886,0.0,100
9.12576937675476,0.0,4.702261686325073,0.0,2,0.5,0.554,"{'stab_period': 2, 'gamma_normal': 0.5, 'ff': 0.554}",0.4285374557119046,0.4285374557119046,0.0,91
6.263594150543213,0.0,3.775534152984619,0.0,8,0.999,0.5,"{'stab_period': 8, 'gamma_normal': 0.999, 'ff': 0.5}",0.4292575316723125,0.4292575316723125,0.0,90
5.0871429443359375,0.0,4.220873832702637,0.0,15,0.888,0.772,"{'stab_period': 15, 'gamma_normal': 0.888, 'ff': 0.772}",0.669393770727386,0.669393770727386,0.0,16
3.7498409748077393,0.0,2.6517860889434814,0.0,15,0.666,0.772,"{'stab_period': 15, 'gamma_normal': 0.666, 'ff': 0.772}",0.6847524970681081,0.6847524970681081,0.0,6
4.96211314201355,0.0,4.496939659118652,0.0,2,0.722,0.5,"{'stab_period': 2, 'gamma_normal': 0.722, 'ff': 0.5}",0.500136030507792,0.500136030507792,0.0,74
3.5057871341705322,0.0,2.830824851989746,0.0,6,0.777,0.718,"{'stab_period': 6, 'gamma_normal': 0.777, 'ff': 0.718}",0.5330763395703443,0.5330763395703443,0.0,65
3.4437689781188965,0.0,2.4057297706604004,0.0,11,0.999,0.99,"{'stab_period': 11, 'gamma_normal': 0.999, 'ff': 0.99}",0.4591980976044537,0.4591980976044537,0.0,84
4.907287120819092,0.0,2.6032192707061768,0.0,6,0.555,0.881,"{'stab_period': 6, 'gamma_normal': 0.555, 'ff': 0.881}",0.5795492000721862,0.5795492000721862,0.0,56
4.1551220417022705,0.0,3.6555607318878174,0.0,8,0.666,0.5,"{'stab_period': 8, 'gamma_normal': 0.666, 'ff': 0.5}",0.5420403480226433,0.5420403480226433,0.0,64
3.5089285373687744,0.0,2.4676566123962402,0.0,20,0.666,0.827,"{'stab_period': 20, 'gamma_normal': 0.666, 'ff': 0.827}",0.6950119975685656,0.6950119975685656,0.0,1
5.161485910415649,0.0,4.981660604476929,0.0,11,0.666,0.5,"{'stab_period': 11, 'gamma_normal': 0.666, 'ff': 0.5}",0.4722766067795448,0.4722766067795448,0.0,82
4.134119272232056,0.0,3.296476364135742,0.0,17,0.722,0.554,"{'stab_period': 17, 'gamma_normal': 0.722, 'ff': 0.554}",0.6282321488929948,0.6282321488929948,0.0,42
5.624082326889038,0.0,3.161815881729126,0.0,11,0.777,0.718,"{'stab_period': 11, 'gamma_normal': 0.777, 'ff': 0.718}",0.6896882813953996,0.6896882813953996,0.0,3
3.6529669761657715,0.0,1.8510487079620361,0.0,11,0.944,0.936,"{'stab_period': 11, 'gamma_normal': 0.944, 'ff': 0.936}",0.32711739250902877,0.32711739250902877,0.0,98
5.093864440917969,0.0,2.5107688903808594,0.0,15,0.888,0.827,"{'stab_period': 15, 'gamma_normal': 0.888, 'ff': 0.827}",0.5711786474687985,0.5711786474687985,0.0,58
4.006409168243408,0.0,3.9413020610809326,0.0,13,0.944,0.718,"{'stab_period': 13, 'gamma_normal': 0.944, 'ff': 0.718}",0.6234822898256569,0.6234822898256569,0.0,46
3.5381524562835693,0.0,3.64538836479187,0.0,11,0.944,0.827,"{'stab_period': 11, 'gamma_normal': 0.944, 'ff': 0.827}",0.5739519841314595,0.5739519841314595,0.0,57
4.012777328491211,0.0,2.9837217330932617,0.0,15,0.5,0.663,"{'stab_period': 15, 'gamma_normal': 0.5, 'ff': 0.663}",0.6743719271846292,0.6743719271846292,0.0,12
3.8396005630493164,0.0,3.0996947288513184,0.0,17,0.666,0.609,"{'stab_period': 17, 'gamma_normal': 0.666, 'ff': 0.609}",0.6405272136139976,0.6405272136139976,0.0,29
5.318931818008423,0.0,3.9008753299713135,0.0,11,0.999,0.663,"{'stab_period': 11, 'gamma_normal': 0.999, 'ff': 0.663}",0.5118458454086993,0.5118458454086993,0.0,71
4.722797393798828,0.0,2.5485734939575195,0.0,8,0.666,0.881,"{'stab_period': 8, 'gamma_normal': 0.666, 'ff': 0.881}",0.6427142195019867,0.6427142195019867,0.0,26
5.008828163146973,0.0,2.612586259841919,0.0,4,0.611,0.936,"{'stab_period': 4, 'gamma_normal': 0.611, 'ff': 0.936}",0.6300516273581391,0.6300516273581391,0.0,38
3.822596788406372,0.0,2.586581230163574,0.0,4,0.555,0.936,"{'stab_period': 4, 'gamma_normal': 0.555, 'ff': 0.936}",0.6292171842265556,0.6292171842265556,0.0,41
4.912785053253174,0.0,2.8746442794799805,0.0,8,0.833,0.718,"{'stab_period': 8, 'gamma_normal': 0.833, 'ff': 0.718}",0.5882635402768449,0.5882635402768449,0.0,54
3.738945484161377,0.0,2.426544427871704,0.0,13,0.555,0.936,"{'stab_period': 13, 'gamma_normal': 0.555, 'ff': 0.936}",0.6906510380566293,0.6906510380566293,0.0,2
4.833189487457275,0.0,5.308194875717163,0.0,17,0.611,0.772,"{'stab_period': 17, 'gamma_normal': 0.611, 'ff': 0.772}",0.6843747482188961,0.6843747482188961,0.0,7
4.541069269180298,0.0,3.618811845779419,0.0,15,0.555,0.5,"{'stab_period': 15, 'gamma_normal': 0.555, 'ff': 0.5}",0.5149951101188807,0.5149951101188807,0.0,69
4.813080549240112,0.0,2.526566743850708,0.0,20,0.5,0.881,"{'stab_period': 20, 'gamma_normal': 0.5, 'ff': 0.881}",0.6105525934716902,0.6105525934716902,0.0,50
6.707503795623779,0.0,4.76106858253479,0.0,0,0.888,0.663,"{'stab_period': 0, 'gamma_normal': 0.888, 'ff': 0.663}",0.5022873020212135,0.5022873020212135,0.0,73
5.8073036670684814,0.0,4.142930746078491,0.0,2,0.722,0.609,"{'stab_period': 2, 'gamma_normal': 0.722, 'ff': 0.609}",0.49000506591719334,0.49000506591719334,0.0,78
4.098920822143555,0.0,2.3035151958465576,0.0,8,0.833,0.99,"{'stab_period': 8, 'gamma_normal': 0.833, 'ff': 0.99}",0.5311431537075177,0.5311431537075177,0.0,66
3.7958500385284424,0.0,2.6205897331237793,0.0,15,0.777,0.718,"{'stab_period': 15, 'gamma_normal': 0.777, 'ff': 0.718}",0.6757955255562443,0.6757955255562443,0.0,11
4.278959274291992,0.0,3.0326831340789795,0.0,11,0.833,0.5,"{'stab_period': 11, 'gamma_normal': 0.833, 'ff': 0.5}",0.4221245915428677,0.4221245915428677,0.0,92
4.750065803527832,0.0,2.5335700511932373,0.0,2,0.999,0.554,"{'stab_period': 2, 'gamma_normal': 0.999, 'ff': 0.554}",0.3854383434034536,0.3854383434034536,0.0,95
3.557798147201538,0.0,2.5025641918182373,0.0,17,0.666,0.936,"{'stab_period': 17, 'gamma_normal': 0.666, 'ff': 0.936}",0.6553996823904552,0.6553996823904552,0.0,20
7.954786777496338,0.0,3.4952433109283447,0.0,2,0.666,0.663,"{'stab_period': 2, 'gamma_normal': 0.666, 'ff': 0.663}",0.5222023812060608,0.5222023812060608,0.0,67
5.067135334014893,0.0,2.6966068744659424,0.0,17,0.666,0.827,"{'stab_period': 17, 'gamma_normal': 0.666, 'ff': 0.827}",0.6769144664000236,0.6769144664000236,0.0,10
5.747290134429932,0.0,3.131702184677124,0.0,11,0.777,0.609,"{'stab_period': 11, 'gamma_normal': 0.777, 'ff': 0.609}",0.6377108008833731,0.6377108008833731,0.0,32
7.2096192836761475,0.0,2.8476388454437256,0.0,4,0.722,0.881,"{'stab_period': 4, 'gamma_normal': 0.722, 'ff': 0.881}",0.5904172926741323,0.5904172926741323,0.0,53
3.3347485065460205,0.0,2.3745319843292236,0.0,13,0.777,0.881,"{'stab_period': 13, 'gamma_normal': 0.777, 'ff': 0.881}",0.6335406511503363,0.6335406511503363,0.0,35
6.6504926681518555,0.0,2.6365582942962646,0.0,15,0.777,0.881,"{'stab_period': 15, 'gamma_normal': 0.777, 'ff': 0.881}",0.6412331255018747,0.6412331255018747,0.0,28
6.15538215637207,0.0,2.3735320568084717,0.0,2,0.777,0.99,"{'stab_period': 2, 'gamma_normal': 0.777, 'ff': 0.99}",0.6163964946599555,0.6163964946599555,0.0,48
2.6685996055603027,0.0,1.175264835357666,0.0,4,0.999,0.99,"{'stab_period': 4, 'gamma_normal': 0.999, 'ff': 0.99}",0.29689136442508995,0.29689136442508995,0.0,99
3.1987171173095703,0.0,2.588580846786499,0.0,6,0.833,0.718,"{'stab_period': 6, 'gamma_normal': 0.833, 'ff': 0.718}",0.6662588209181447,0.6662588209181447,0.0,17
4.384984970092773,0.0,2.558573007583618,0.0,6,0.722,0.936,"{'stab_period': 6, 'gamma_normal': 0.722, 'ff': 0.936}",0.6540565344487022,0.6540565344487022,0.0,21
3.225727081298828,0.0,2.64359188079834,0.0,6,0.888,0.772,"{'stab_period': 6, 'gamma_normal': 0.888, 'ff': 0.772}",0.6293463779455647,0.6293463779455647,0.0,40
3.6808247566223145,0.0,2.8838953971862793,0.0,15,0.611,0.772,"{'stab_period': 15, 'gamma_normal': 0.611, 'ff': 0.772}",0.6848520581767031,0.6848520581767031,0.0,5
