mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_sliding_window_size,param_radius,param_min_samples,param_min_micros,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
14.259239435195923,0.0,0.6640715599060059,0.0,600,0.167,6,2,"{'sliding_window_size': 600, 'radius': 0.167, 'min_samples': 6, 'min_micros': 2}",0.0,0.0,0.0,3
4.82704758644104,0.0,0.004004716873168945,0.0,300,0.5,4,12,"{'sliding_window_size': 300, 'radius': 0.5, 'min_samples': 4, 'min_micros': 12}",0.0,0.0,0.0,3
329.94905257225037,0.0,0.0019979476928710938,0.0,600,0.001,20,2,"{'sliding_window_size': 600, 'radius': 0.001, 'min_samples': 20, 'min_micros': 2}",0.0,0.0,0.0,3
94.47446584701538,0.0,0.005001544952392578,0.0,400,0.056,18,16,"{'sliding_window_size': 400, 'radius': 0.056, 'min_samples': 18, 'min_micros': 16}",0.0,0.0,0.0,3
4.79604172706604,0.0,0.004000186920166016,0.0,600,0.5,18,6,"{'sliding_window_size': 600, 'radius': 0.5, 'min_samples': 18, 'min_micros': 6}",0.0,0.0,0.0,3
5.535204648971558,0.0,0.004000425338745117,0.0,700,0.278,2,12,"{'sliding_window_size': 700, 'radius': 0.278, 'min_samples': 2, 'min_micros': 12}",0.0,0.0,0.0,3
8.460862636566162,0.0,0.6641488075256348,0.0,500,0.223,4,2,"{'sliding_window_size': 500, 'radius': 0.223, 'min_samples': 4, 'min_micros': 2}",0.0,0.0,0.0,3
23.532153844833374,0.0,0.7012672424316406,0.0,600,0.112,6,10,"{'sliding_window_size': 600, 'radius': 0.112, 'min_samples': 6, 'min_micros': 10}",0.0,0.0,0.0,3
4.877055883407593,0.0,0.004001140594482422,0.0,200,0.278,16,16,"{'sliding_window_size': 200, 'radius': 0.278, 'min_samples': 16, 'min_micros': 16}",0.0,0.0,0.0,3
4.866053104400635,0.0,0.004000425338745117,0.0,300,0.334,10,8,"{'sliding_window_size': 300, 'radius': 0.334, 'min_samples': 10, 'min_micros': 8}",0.0,0.0,0.0,3
4.7680604457855225,0.0,0.0029993057250976562,0.0,500,0.5,8,20,"{'sliding_window_size': 500, 'radius': 0.5, 'min_samples': 8, 'min_micros': 20}",0.0,0.0,0.0,3
5.116164922714233,0.0,0.00400233268737793,0.0,700,0.5,8,12,"{'sliding_window_size': 700, 'radius': 0.5, 'min_samples': 8, 'min_micros': 12}",0.0,0.0,0.0,3
4.923123836517334,0.0,0.004078388214111328,0.0,500,0.389,8,12,"{'sliding_window_size': 500, 'radius': 0.389, 'min_samples': 8, 'min_micros': 12}",0.0,0.0,0.0,3
4.882113933563232,0.0,0.005002498626708984,0.0,300,0.334,20,6,"{'sliding_window_size': 300, 'radius': 0.334, 'min_samples': 20, 'min_micros': 6}",0.0,0.0,0.0,3
110.81219434738159,0.0,0.7031581401824951,0.0,700,0.056,12,6,"{'sliding_window_size': 700, 'radius': 0.056, 'min_samples': 12, 'min_micros': 6}",0.0,0.0,0.0,3
5.315194606781006,0.0,0.005000114440917969,0.0,500,0.223,10,18,"{'sliding_window_size': 500, 'radius': 0.223, 'min_samples': 10, 'min_micros': 18}",0.0,0.0,0.0,3
4.793076515197754,0.0,0.003998994827270508,0.0,300,0.334,12,8,"{'sliding_window_size': 300, 'radius': 0.334, 'min_samples': 12, 'min_micros': 8}",0.0,0.0,0.0,3
5.033129930496216,0.0,0.004006624221801758,0.0,500,0.334,16,10,"{'sliding_window_size': 500, 'radius': 0.334, 'min_samples': 16, 'min_micros': 10}",0.0,0.0,0.0,3
4.645047426223755,0.0,0.003996849060058594,0.0,400,0.5,2,18,"{'sliding_window_size': 400, 'radius': 0.5, 'min_samples': 2, 'min_micros': 18}",0.0,0.0,0.0,3
5.046130180358887,0.0,0.005003213882446289,0.0,300,0.223,12,14,"{'sliding_window_size': 300, 'radius': 0.223, 'min_samples': 12, 'min_micros': 14}",0.0,0.0,0.0,3
6.982566833496094,0.0,0.6821551322937012,0.0,300,0.334,12,2,"{'sliding_window_size': 300, 'radius': 0.334, 'min_samples': 12, 'min_micros': 2}",0.0,0.0,0.0,3
4.859089612960815,0.0,0.004003286361694336,0.0,200,0.278,4,18,"{'sliding_window_size': 200, 'radius': 0.278, 'min_samples': 4, 'min_micros': 18}",0.0,0.0,0.0,3
9.387111902236938,0.0,0.6981520652770996,0.0,1000,0.223,2,8,"{'sliding_window_size': 1000, 'radius': 0.223, 'min_samples': 2, 'min_micros': 8}",0.0,0.0,0.0,3
7.144845247268677,0.0,0.6839046478271484,0.0,400,0.278,16,2,"{'sliding_window_size': 400, 'radius': 0.278, 'min_samples': 16, 'min_micros': 2}",0.0,0.0,0.0,3
166.87750434875488,0.0,0.0040013790130615234,0.0,1000,0.056,16,20,"{'sliding_window_size': 1000, 'radius': 0.056, 'min_samples': 16, 'min_micros': 20}",0.0,0.0,0.0,3
5.228171110153198,0.0,0.0040018558502197266,0.0,900,0.445,18,4,"{'sliding_window_size': 900, 'radius': 0.445, 'min_samples': 18, 'min_micros': 4}",0.0,0.0,0.0,3
21.466893911361694,0.0,0.6971595287322998,0.0,100,0.056,4,4,"{'sliding_window_size': 100, 'radius': 0.056, 'min_samples': 4, 'min_micros': 4}",0.0,0.0,0.0,3
4.917101860046387,0.0,0.005003452301025391,0.0,600,0.445,6,14,"{'sliding_window_size': 600, 'radius': 0.445, 'min_samples': 6, 'min_micros': 14}",0.0,0.0,0.0,3
9.284083127975464,0.0,0.004002094268798828,0.0,200,0.112,4,14,"{'sliding_window_size': 200, 'radius': 0.112, 'min_samples': 4, 'min_micros': 14}",0.0,0.0,0.0,3
9.454120635986328,0.0,0.6931569576263428,0.0,200,0.167,2,4,"{'sliding_window_size': 200, 'radius': 0.167, 'min_samples': 2, 'min_micros': 4}",0.0,0.0,0.0,3
88.58518862724304,0.0,0.7281625270843506,0.0,600,0.056,10,10,"{'sliding_window_size': 600, 'radius': 0.056, 'min_samples': 10, 'min_micros': 10}",0.0,0.0,0.0,3
5.397212028503418,0.0,0.00400090217590332,0.0,800,0.389,18,6,"{'sliding_window_size': 800, 'radius': 0.389, 'min_samples': 18, 'min_micros': 6}",0.0,0.0,0.0,3
358.8975896835327,0.0,0.003002166748046875,0.0,700,0.001,14,8,"{'sliding_window_size': 700, 'radius': 0.001, 'min_samples': 14, 'min_micros': 8}",0.0,0.0,0.0,3
36.6678466796875,0.0,0.0060007572174072266,0.0,1000,0.112,12,20,"{'sliding_window_size': 1000, 'radius': 0.112, 'min_samples': 12, 'min_micros': 20}",0.0,0.0,0.0,3
4.690051555633545,0.0,0.004000425338745117,0.0,200,0.334,12,6,"{'sliding_window_size': 200, 'radius': 0.334, 'min_samples': 12, 'min_micros': 6}",0.0,0.0,0.0,3
11.604681730270386,0.0,0.004002809524536133,0.0,100,0.112,20,18,"{'sliding_window_size': 100, 'radius': 0.112, 'min_samples': 20, 'min_micros': 18}",0.0,0.0,0.0,3
4.912107467651367,0.0,0.007000923156738281,0.0,200,0.389,16,14,"{'sliding_window_size': 200, 'radius': 0.389, 'min_samples': 16, 'min_micros': 14}",0.0,0.0,0.0,3
9.835289001464844,0.0,0.7551696300506592,0.0,200,0.167,10,2,"{'sliding_window_size': 200, 'radius': 0.167, 'min_samples': 10, 'min_micros': 2}",0.0,0.0,0.0,3
