mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_m,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
12.330795288085938,0.0,12.199707984924316,0.0,1.0,{'m': 1.0},0.10921842805596685,0.10921842805596685,0.0,7
0.435779333114624,0.0,0.27400827407836914,0.0,2.0,{'m': 2.0},1.0,1.0,0.0,1
0.4115631580352783,0.0,0.3182530403137207,0.0,3.0,{'m': 3.0},1.0,1.0,0.0,1
0.42157578468322754,0.0,0.2700035572052002,0.0,4.0,{'m': 4.0},1.0,1.0,0.0,1
0.43356966972351074,0.0,0.2540013790130615,0.0,5.0,{'m': 5.0},1.0,1.0,0.0,1
0.38492393493652344,0.0,0.32323694229125977,0.0,6.0,{'m': 6.0},1.0,1.0,0.0,1
0.4059278964996338,0.0,0.26694655418395996,0.0,7.0,{'m': 7.0},1.0,1.0,0.0,1
0.14503049850463867,0.0,0.028029441833496094,0.0,8.0,{'m': 8.0},0.0,0.0,0.0,8
0.1330268383026123,0.0,0.02397608757019043,0.0,9.0,{'m': 9.0},0.0,0.0,0.0,8
0.14947843551635742,0.0,0.029102087020874023,0.0,10.0,{'m': 10.0},0.0,0.0,0.0,8
