mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_r0,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
15.108595609664917,0.0,0.9795377254486084,0.0,0.001,{'r0': 0.001},1.0,1.0,0.0,1
12.266815185546875,0.0,2.0130064487457275,0.0,0.056,{'r0': 0.056},1.0,1.0,0.0,1
12.377006769180298,0.0,2.0748348236083984,0.0,0.112,{'r0': 0.112},1.0,1.0,0.0,1
12.201746940612793,0.0,2.0860812664031982,0.0,0.167,{'r0': 0.167},1.0,1.0,0.0,1
12.4951651096344,0.0,1.9846811294555664,0.0,0.223,{'r0': 0.223},1.0,1.0,0.0,1
12.231805801391602,0.0,2.0240042209625244,0.0,0.278,{'r0': 0.278},1.0,1.0,0.0,1
12.08938193321228,0.0,2.0247926712036133,0.0,0.334,{'r0': 0.334},1.0,1.0,0.0,1
12.153733253479004,0.0,2.046987533569336,0.0,0.389,{'r0': 0.389},1.0,1.0,0.0,1
12.25881052017212,0.0,2.066188097000122,0.0,0.445,{'r0': 0.445},1.0,1.0,0.0,1
12.025983572006226,0.0,2.0877554416656494,0.0,0.5,{'r0': 0.5},1.0,1.0,0.0,1
