mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_minimum_weight,param_intersection_factor,param_clustering_threshold,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
299.31400966644287,0.0,9.567150592803955,0.0,2.556,0.1,0.578,"{'minimum_weight': 2.556, 'intersection_factor': 0.1, 'clustering_threshold': 0.578}",1.0,1.0,0.0,1
298.5978493690491,0.0,9.459127426147461,0.0,2.778,0.122,0.894,"{'minimum_weight': 2.778, 'intersection_factor': 0.122, 'clustering_threshold': 0.894}",1.0,1.0,0.0,1
297.45859146118164,0.0,9.441118717193604,0.0,1.444,0.211,0.472,"{'minimum_weight': 1.444, 'intersection_factor': 0.211, 'clustering_threshold': 0.472}",1.0,1.0,0.0,1
299.1789753437042,0.0,11.318542242050171,0.0,2.778,0.233,0.367,"{'minimum_weight': 2.778, 'intersection_factor': 0.233, 'clustering_threshold': 0.367}",1.0,1.0,0.0,1
305.0682954788208,0.0,15.199411630630493,0.0,1.444,0.189,0.261,"{'minimum_weight': 1.444, 'intersection_factor': 0.189, 'clustering_threshold': 0.261}",0.9917979386949914,0.9917979386949914,0.0,74
298.63285875320435,0.0,9.553146123886108,0.0,3.0,0.144,1.0,"{'minimum_weight': 3.0, 'intersection_factor': 0.144, 'clustering_threshold': 1.0}",1.0,1.0,0.0,1
303.4319348335266,0.0,17.543936491012573,0.0,1.444,0.233,0.261,"{'minimum_weight': 1.444, 'intersection_factor': 0.233, 'clustering_threshold': 0.261}",0.9917979386949914,0.9917979386949914,0.0,74
300.0701801776886,0.0,9.567152261734009,0.0,1.0,0.122,0.894,"{'minimum_weight': 1.0, 'intersection_factor': 0.122, 'clustering_threshold': 0.894}",1.0,1.0,0.0,1
298.3307931423187,0.0,9.50213098526001,0.0,2.778,0.122,0.367,"{'minimum_weight': 2.778, 'intersection_factor': 0.122, 'clustering_threshold': 0.367}",1.0,1.0,0.0,1
1253.5621962547302,0.0,863.7441129684448,0.0,3.0,0.189,0.05,"{'minimum_weight': 3.0, 'intersection_factor': 0.189, 'clustering_threshold': 0.05}",0.07901313435752708,0.07901313435752708,0.0,97
298.7588801383972,0.0,9.631163597106934,0.0,2.333,0.189,0.472,"{'minimum_weight': 2.333, 'intersection_factor': 0.189, 'clustering_threshold': 0.472}",1.0,1.0,0.0,1
498.9946746826172,0.0,90.64333891868591,0.0,1.444,0.189,0.156,"{'minimum_weight': 1.444, 'intersection_factor': 0.189, 'clustering_threshold': 0.156}",0.8407841987296865,0.8407841987296865,0.0,86
298.1367435455322,0.0,10.976465702056885,0.0,2.778,0.233,1.0,"{'minimum_weight': 2.778, 'intersection_factor': 0.233, 'clustering_threshold': 1.0}",1.0,1.0,0.0,1
298.9399230480194,0.0,12.146728754043579,0.0,2.111,0.189,0.367,"{'minimum_weight': 2.111, 'intersection_factor': 0.189, 'clustering_threshold': 0.367}",1.0,1.0,0.0,1
298.0637285709381,0.0,11.23952341079712,0.0,1.222,0.256,1.0,"{'minimum_weight': 1.222, 'intersection_factor': 0.256, 'clustering_threshold': 1.0}",1.0,1.0,0.0,1
501.67042660713196,0.0,90.62133169174194,0.0,1.667,0.167,0.156,"{'minimum_weight': 1.667, 'intersection_factor': 0.167, 'clustering_threshold': 0.156}",0.8285495740741247,0.8285495740741247,0.0,89
498.7007579803467,0.0,90.78837203979492,0.0,1.889,0.1,0.156,"{'minimum_weight': 1.889, 'intersection_factor': 0.1, 'clustering_threshold': 0.156}",0.8415131665190259,0.8415131665190259,0.0,83
1607.3166530132294,0.0,1130.8924441337585,0.0,2.333,0.1,0.05,"{'minimum_weight': 2.333, 'intersection_factor': 0.1, 'clustering_threshold': 0.05}",0.07685210685037312,0.07685210685037312,0.0,100
297.50661277770996,0.0,9.323092937469482,0.0,1.0,0.1,0.683,"{'minimum_weight': 1.0, 'intersection_factor': 0.1, 'clustering_threshold': 0.683}",1.0,1.0,0.0,1
297.0265054702759,0.0,9.432118892669678,0.0,2.333,0.3,0.472,"{'minimum_weight': 2.333, 'intersection_factor': 0.3, 'clustering_threshold': 0.472}",1.0,1.0,0.0,1
297.6046347618103,0.0,9.76019287109375,0.0,1.444,0.1,0.789,"{'minimum_weight': 1.444, 'intersection_factor': 0.1, 'clustering_threshold': 0.789}",1.0,1.0,0.0,1
299.48905777931213,0.0,12.220741510391235,0.0,1.444,0.256,0.472,"{'minimum_weight': 1.444, 'intersection_factor': 0.256, 'clustering_threshold': 0.472}",1.0,1.0,0.0,1
298.77189779281616,0.0,9.588153839111328,0.0,2.778,0.3,0.578,"{'minimum_weight': 2.778, 'intersection_factor': 0.3, 'clustering_threshold': 0.578}",1.0,1.0,0.0,1
299.56807470321655,0.0,10.926451444625854,0.0,1.444,0.1,0.578,"{'minimum_weight': 1.444, 'intersection_factor': 0.1, 'clustering_threshold': 0.578}",1.0,1.0,0.0,1
296.5864100456238,0.0,11.63861083984375,0.0,1.667,0.167,0.472,"{'minimum_weight': 1.667, 'intersection_factor': 0.167, 'clustering_threshold': 0.472}",1.0,1.0,0.0,1
513.3520472049713,0.0,91.26247811317444,0.0,3.0,0.122,0.156,"{'minimum_weight': 3.0, 'intersection_factor': 0.122, 'clustering_threshold': 0.156}",0.8219150616905055,0.8219150616905055,0.0,90
496.2312047481537,0.0,89.46107387542725,0.0,2.778,0.1,0.156,"{'minimum_weight': 2.778, 'intersection_factor': 0.1, 'clustering_threshold': 0.156}",0.8415131665190259,0.8415131665190259,0.0,83
297.2145502567291,0.0,9.336094856262207,0.0,2.556,0.189,0.683,"{'minimum_weight': 2.556, 'intersection_factor': 0.189, 'clustering_threshold': 0.683}",1.0,1.0,0.0,1
289.27890944480896,0.0,9.270079851150513,0.0,3.0,0.278,0.578,"{'minimum_weight': 3.0, 'intersection_factor': 0.278, 'clustering_threshold': 0.578}",1.0,1.0,0.0,1
290.3221423625946,0.0,9.44711971282959,0.0,1.889,0.256,0.367,"{'minimum_weight': 1.889, 'intersection_factor': 0.256, 'clustering_threshold': 0.367}",1.0,1.0,0.0,1
291.1213207244873,0.0,9.259080648422241,0.0,1.0,0.122,1.0,"{'minimum_weight': 1.0, 'intersection_factor': 0.122, 'clustering_threshold': 1.0}",1.0,1.0,0.0,1
291.34437227249146,0.0,9.428116798400879,0.0,2.778,0.122,0.789,"{'minimum_weight': 2.778, 'intersection_factor': 0.122, 'clustering_threshold': 0.789}",1.0,1.0,0.0,1
