mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_m,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
17.59689164161682,0.0,15.234547853469849,0.0,1.0,{'m': 1.0},0.11120764552562988,0.11120764552562988,0.0,8
0.6046497821807861,0.0,0.3653850555419922,0.0,2.0,{'m': 2.0},1.0,1.0,0.0,1
0.6036503314971924,0.0,0.3432807922363281,0.0,3.0,{'m': 3.0},1.0,1.0,0.0,1
0.591646671295166,0.0,0.3482820987701416,0.0,4.0,{'m': 4.0},1.0,1.0,0.0,1
0.5706417560577393,0.0,0.3482811450958252,0.0,5.0,{'m': 5.0},1.0,1.0,0.0,1
0.5866429805755615,0.0,0.3643839359283447,0.0,6.0,{'m': 6.0},1.0,1.0,0.0,1
0.5786445140838623,0.0,0.36028337478637695,0.0,7.0,{'m': 7.0},1.0,1.0,0.0,1
0.5736403465270996,0.0,0.3763859272003174,0.0,8.0,{'m': 8.0},1.0,1.0,0.0,1
0.17726755142211914,0.0,0.045055389404296875,0.0,9.0,{'m': 9.0},0.0,0.0,0.0,9
0.18827581405639648,0.0,0.05301237106323242,0.0,10.0,{'m': 10.0},0.0,0.0,0.0,9
