mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_minimum_weight,param_intersection_factor,param_clustering_threshold,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
1.6353638172149658,0.0,0.520118236541748,0.0,2.556,0.1,0.578,"{'minimum_weight': 2.556, 'intersection_factor': 0.1, 'clustering_threshold': 0.578}",0.12196687200512218,0.12196687200512218,0.0,60
0.3520629405975342,0.0,0.08001589775085449,0.0,2.778,0.122,0.894,"{'minimum_weight': 2.778, 'intersection_factor': 0.122, 'clustering_threshold': 0.894}",0.0,0.0,0.0,83
1.2912781238555908,0.0,0.5131151676177979,0.0,1.444,0.211,0.472,"{'minimum_weight': 1.444, 'intersection_factor': 0.211, 'clustering_threshold': 0.472}",0.18705329247454913,0.18705329247454913,0.0,48
2.3645179271698,0.0,0.6811652183532715,0.0,2.778,0.233,0.367,"{'minimum_weight': 2.778, 'intersection_factor': 0.233, 'clustering_threshold': 0.367}",0.2004021743679859,0.2004021743679859,0.0,45
2.8656389713287354,0.0,0.7391676902770996,0.0,1.444,0.189,0.261,"{'minimum_weight': 1.444, 'intersection_factor': 0.189, 'clustering_threshold': 0.261}",0.24800998452676207,0.24800998452676207,0.0,34
0.8851931095123291,0.0,0.26806116104125977,0.0,3.0,0.144,1.0,"{'minimum_weight': 3.0, 'intersection_factor': 0.144, 'clustering_threshold': 1.0}",0.0,0.0,0.0,83
3.574794054031372,0.0,2.3165242671966553,0.0,1.444,0.233,0.261,"{'minimum_weight': 1.444, 'intersection_factor': 0.233, 'clustering_threshold': 0.261}",0.33112339072229274,0.33112339072229274,0.0,11
0.9752101898193359,0.0,0.23905491828918457,0.0,1.0,0.122,0.894,"{'minimum_weight': 1.0, 'intersection_factor': 0.122, 'clustering_threshold': 0.894}",0.0,0.0,0.0,83
2.128476142883301,0.0,0.6071381568908691,0.0,2.778,0.122,0.367,"{'minimum_weight': 2.778, 'intersection_factor': 0.122, 'clustering_threshold': 0.367}",0.22756807596433595,0.22756807596433595,0.0,38
37.66745114326477,0.0,41.7843816280365,0.0,3.0,0.189,0.05,"{'minimum_weight': 3.0, 'intersection_factor': 0.189, 'clustering_threshold': 0.05}",0.28700873743190264,0.28700873743190264,0.0,22
2.717620611190796,0.0,0.533111572265625,0.0,2.333,0.189,0.472,"{'minimum_weight': 2.333, 'intersection_factor': 0.189, 'clustering_threshold': 0.472}",0.1892068098770007,0.1892068098770007,0.0,47
10.391331672668457,0.0,2.910654306411743,0.0,1.444,0.189,0.156,"{'minimum_weight': 1.444, 'intersection_factor': 0.189, 'clustering_threshold': 0.156}",0.4763865589366017,0.4763865589366017,0.0,10
0.9162051677703857,0.0,0.23405194282531738,0.0,2.778,0.233,1.0,"{'minimum_weight': 2.778, 'intersection_factor': 0.233, 'clustering_threshold': 1.0}",0.0,0.0,0.0,83
2.0984721183776855,0.0,0.41509151458740234,0.0,2.111,0.189,0.367,"{'minimum_weight': 2.111, 'intersection_factor': 0.189, 'clustering_threshold': 0.367}",0.2223555271336678,0.2223555271336678,0.0,39
0.9922254085540771,0.0,0.1860358715057373,0.0,1.222,0.256,1.0,"{'minimum_weight': 1.222, 'intersection_factor': 0.256, 'clustering_threshold': 1.0}",0.0,0.0,0.0,83
11.180513381958008,0.0,3.5207855701446533,0.0,1.667,0.167,0.156,"{'minimum_weight': 1.667, 'intersection_factor': 0.167, 'clustering_threshold': 0.156}",0.5605575301315284,0.5605575301315284,0.0,7
11.058481454849243,0.0,3.1006948947906494,0.0,1.889,0.1,0.156,"{'minimum_weight': 1.889, 'intersection_factor': 0.1, 'clustering_threshold': 0.156}",0.6183466253820186,0.6183466253820186,0.0,1
48.03278112411499,0.0,45.31317925453186,0.0,2.333,0.1,0.05,"{'minimum_weight': 2.333, 'intersection_factor': 0.1, 'clustering_threshold': 0.05}",0.315362325201537,0.315362325201537,0.0,16
0.8701989650726318,0.0,0.3420729637145996,0.0,1.0,0.1,0.683,"{'minimum_weight': 1.0, 'intersection_factor': 0.1, 'clustering_threshold': 0.683}",0.11848568431522245,0.11848568431522245,0.0,62
1.7333893775939941,0.0,0.5051264762878418,0.0,2.333,0.3,0.472,"{'minimum_weight': 2.333, 'intersection_factor': 0.3, 'clustering_threshold': 0.472}",0.2280461792145137,0.2280461792145137,0.0,37
0.99222731590271,0.0,0.4741034507751465,0.0,1.444,0.1,0.789,"{'minimum_weight': 1.444, 'intersection_factor': 0.1, 'clustering_threshold': 0.789}",0.0010987843018521015,0.0010987843018521015,0.0,79
1.7253892421722412,0.0,0.5121290683746338,0.0,1.444,0.256,0.472,"{'minimum_weight': 1.444, 'intersection_factor': 0.256, 'clustering_threshold': 0.472}",0.19224346831555864,0.19224346831555864,0.0,46
1.8044121265411377,0.0,0.4020857810974121,0.0,2.778,0.3,0.578,"{'minimum_weight': 2.778, 'intersection_factor': 0.3, 'clustering_threshold': 0.578}",0.20238365911885656,0.20238365911885656,0.0,44
2.2885289192199707,0.0,0.47411131858825684,0.0,1.444,0.1,0.578,"{'minimum_weight': 1.444, 'intersection_factor': 0.1, 'clustering_threshold': 0.578}",0.12196687200512218,0.12196687200512218,0.0,60
4.382994174957275,0.0,1.525339126586914,0.0,1.667,0.167,0.472,"{'minimum_weight': 1.667, 'intersection_factor': 0.167, 'clustering_threshold': 0.472}",0.22160218349573577,0.22160218349573577,0.0,40
10.609376192092896,0.0,2.820629358291626,0.0,3.0,0.122,0.156,"{'minimum_weight': 3.0, 'intersection_factor': 0.122, 'clustering_threshold': 0.156}",0.6133563045857096,0.6133563045857096,0.0,2
10.384326457977295,0.0,2.856639862060547,0.0,2.778,0.1,0.156,"{'minimum_weight': 2.778, 'intersection_factor': 0.1, 'clustering_threshold': 0.156}",0.5512932204672102,0.5512932204672102,0.0,8
1.1072473526000977,0.0,0.48911142349243164,0.0,2.556,0.189,0.683,"{'minimum_weight': 2.556, 'intersection_factor': 0.189, 'clustering_threshold': 0.683}",0.11848568431522245,0.11848568431522245,0.0,62
4.210944175720215,0.0,1.2282791137695312,0.0,3.0,0.278,0.578,"{'minimum_weight': 3.0, 'intersection_factor': 0.278, 'clustering_threshold': 0.578}",0.20446221790078148,0.20446221790078148,0.0,41
3.3357584476470947,0.0,1.1622588634490967,0.0,1.889,0.256,0.367,"{'minimum_weight': 1.889, 'intersection_factor': 0.256, 'clustering_threshold': 0.367}",0.2887066572198274,0.2887066572198274,0.0,20
0.3960995674133301,0.0,0.07801461219787598,0.0,1.0,0.122,1.0,"{'minimum_weight': 1.0, 'intersection_factor': 0.122, 'clustering_threshold': 1.0}",0.0,0.0,0.0,83
1.195275068283081,0.0,0.5541143417358398,0.0,2.778,0.122,0.789,"{'minimum_weight': 2.778, 'intersection_factor': 0.122, 'clustering_threshold': 0.789}",0.002381311832458587,0.002381311832458587,0.0,77
