mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_m,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
260.0381484031677,0.0,274.51233434677124,0.0,1.0,{'m': 1.0},0.18922249070429342,0.18922249070429342,0.0,2
1.5763049125671387,0.0,0.8989896774291992,0.0,2.0,{'m': 2.0},0.9128077780819497,0.9128077780819497,0.0,1
0.9095883369445801,0.0,0.07130050659179688,0.0,3.0,{'m': 3.0},0.0,0.0,0.0,3
0.8164677619934082,0.0,0.07605671882629395,0.0,4.0,{'m': 4.0},0.0,0.0,0.0,3
0.763603925704956,0.0,0.09304332733154297,0.0,5.0,{'m': 5.0},0.0,0.0,0.0,3
0.7323291301727295,0.0,0.09830522537231445,0.0,6.0,{'m': 6.0},0.0,0.0,0.0,3
0.6480472087860107,0.0,0.11354875564575195,0.0,7.0,{'m': 7.0},0.0,0.0,0.0,3
0.6630415916442871,0.0,0.10656619071960449,0.0,8.0,{'m': 8.0},0.0,0.0,0.0,3
0.5940604209899902,0.0,0.08799171447753906,0.0,9.0,{'m': 9.0},0.0,0.0,0.0,3
0.6210649013519287,0.0,0.10326457023620605,0.0,10.0,{'m': 10.0},0.0,0.0,0.0,3
