mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_r0,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
48.65564513206482,0.0,7.274215221405029,0.0,0.001,{'r0': 0.001},0.9044412183701516,0.9044412183701516,0.0,1
73.91142892837524,0.0,5.645974397659302,0.0,0.056,{'r0': 0.056},0.8613012470487118,0.8613012470487118,0.0,2
72.71061563491821,0.0,5.910020351409912,0.0,0.112,{'r0': 0.112},0.8074380522897349,0.8074380522897349,0.0,3
73.89944648742676,0.0,5.662612676620483,0.0,0.167,{'r0': 0.167},0.8074380522897349,0.8074380522897349,0.0,3
72.84726190567017,0.0,5.954866170883179,0.0,0.223,{'r0': 0.223},0.8074380522897349,0.8074380522897349,0.0,3
72.78579235076904,0.0,6.098258972167969,0.0,0.278,{'r0': 0.278},0.8074380522897349,0.8074380522897349,0.0,3
73.81641888618469,0.0,5.730619668960571,0.0,0.334,{'r0': 0.334},0.8074380522897349,0.8074380522897349,0.0,3
72.79228591918945,0.0,6.075879096984863,0.0,0.389,{'r0': 0.389},0.8074380522897349,0.8074380522897349,0.0,3
73.028395652771,0.0,6.072694301605225,0.0,0.445,{'r0': 0.445},0.8074380522897349,0.8074380522897349,0.0,3
74.10910487174988,0.0,5.715875625610352,0.0,0.5,{'r0': 0.5},0.8074380522897349,0.8074380522897349,0.0,3
