mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_pts,param_merge_threshold,param_alpha,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
11.619873762130737,0.0,2.290959119796753,0.0,16,0.001,0.504,"{'min_pts': 16, 'merge_threshold': 0.001, 'alpha': 0.504}",1.1659952748275294e-05,1.1659952748275294e-05,0.0,92
4.498138904571533,0.0,1.7554044723510742,0.0,18,0.056,0.801,"{'min_pts': 18, 'merge_threshold': 0.056, 'alpha': 0.801}",0.0012570413685524693,0.0012570413685524693,0.0,75
2.2176053524017334,0.0,0.6171362400054932,0.0,6,0.278,0.406,"{'min_pts': 6, 'merge_threshold': 0.278, 'alpha': 0.406}",0.053124738988509036,0.053124738988509036,0.0,38
3.104811429977417,0.0,2.3815598487854004,0.0,18,0.334,0.307,"{'min_pts': 18, 'merge_threshold': 0.334, 'alpha': 0.307}",0.06624100636397659,0.06624100636397659,0.0,31
2.2746267318725586,0.0,0.7551681995391846,0.0,6,0.223,0.208,"{'min_pts': 6, 'merge_threshold': 0.223, 'alpha': 0.208}",0.10706304911555317,0.10706304911555317,0.0,5
3.696964740753174,0.0,0.7501683235168457,0.0,20,0.112,0.9,"{'min_pts': 20, 'merge_threshold': 0.112, 'alpha': 0.9}",0.10307326139199567,0.10307326139199567,0.0,8
2.2216145992279053,0.0,0.2070448398590088,0.0,6,0.334,0.208,"{'min_pts': 6, 'merge_threshold': 0.334, 'alpha': 0.208}",0.0,0.0,0.0,93
15.957383871078491,0.0,10.872523784637451,0.0,2,0.056,0.801,"{'min_pts': 2, 'merge_threshold': 0.056, 'alpha': 0.801}",3.736010221209759e-05,3.736010221209759e-05,0.0,88
5.14337682723999,0.0,2.0014240741729736,0.0,18,0.056,0.307,"{'min_pts': 18, 'merge_threshold': 0.056, 'alpha': 0.307}",0.08129426724695321,0.08129426724695321,0.0,26
5.150294303894043,0.0,2.4356062412261963,0.0,20,0.223,0.01,"{'min_pts': 20, 'merge_threshold': 0.223, 'alpha': 0.01}",0.10007462361538823,0.10007462361538823,0.0,11
2.9027676582336426,0.0,0.6421663761138916,0.0,14,0.223,0.406,"{'min_pts': 14, 'merge_threshold': 0.223, 'alpha': 0.406}",0.03828971414981502,0.03828971414981502,0.0,53
2.341521978378296,0.0,0.6341428756713867,0.0,6,0.223,0.109,"{'min_pts': 6, 'merge_threshold': 0.223, 'alpha': 0.109}",0.018071491219012737,0.018071491219012737,0.0,66
3.089806079864502,0.0,0.6341667175292969,0.0,18,0.334,0.9,"{'min_pts': 18, 'merge_threshold': 0.334, 'alpha': 0.9}",0.1034517462049214,0.1034517462049214,0.0,7
2.7127270698547363,0.0,0.7772829532623291,0.0,12,0.223,0.307,"{'min_pts': 12, 'merge_threshold': 0.223, 'alpha': 0.307}",0.03903287209159748,0.03903287209159748,0.0,52
2.072580337524414,0.0,0.3430757522583008,0.0,4,0.389,0.9,"{'min_pts': 4, 'merge_threshold': 0.389, 'alpha': 0.9}",0.04407116638076593,0.04407116638076593,0.0,42
2.7076265811920166,0.0,0.36608457565307617,0.0,8,0.167,0.109,"{'min_pts': 8, 'merge_threshold': 0.167, 'alpha': 0.109}",0.013685047609984478,0.013685047609984478,0.0,70
8.55900526046753,0.0,1.443321704864502,0.0,10,0.001,0.109,"{'min_pts': 10, 'merge_threshold': 0.001, 'alpha': 0.109}",0.0,0.0,0.0,93
11.711317539215088,0.0,2.009474277496338,0.0,14,0.001,0.01,"{'min_pts': 14, 'merge_threshold': 0.001, 'alpha': 0.01}",0.0,0.0,0.0,93
24.163193225860596,0.0,14.271255493164062,0.0,2,0.001,0.603,"{'min_pts': 2, 'merge_threshold': 0.001, 'alpha': 0.603}",-6.54283751007137e-06,-6.54283751007137e-06,0.0,98
2.8176681995391846,0.0,1.0362765789031982,0.0,14,0.5,0.406,"{'min_pts': 14, 'merge_threshold': 0.5, 'alpha': 0.406}",0.09509089804695961,0.09509089804695961,0.0,16
5.190221548080444,0.0,0.9172065258026123,0.0,6,0.001,0.702,"{'min_pts': 6, 'merge_threshold': 0.001, 'alpha': 0.702}",0.00017415733053232385,0.00017415733053232385,0.0,84
2.186493158340454,0.0,0.6281530857086182,0.0,6,0.389,0.406,"{'min_pts': 6, 'merge_threshold': 0.389, 'alpha': 0.406}",0.06788337960214015,0.06788337960214015,0.0,30
3.075712203979492,0.0,2.0394952297210693,0.0,18,0.5,0.504,"{'min_pts': 18, 'merge_threshold': 0.5, 'alpha': 0.504}",0.09021608869494648,0.09021608869494648,0.0,19
5.393269062042236,0.0,0.8942017555236816,0.0,6,0.001,0.504,"{'min_pts': 6, 'merge_threshold': 0.001, 'alpha': 0.504}",-8.402173737890975e-06,-8.402173737890975e-06,0.0,100
2.4706127643585205,0.0,0.63114333152771,0.0,8,0.167,0.406,"{'min_pts': 8, 'merge_threshold': 0.167, 'alpha': 0.406}",0.05331459751106038,0.05331459751106038,0.0,37
6.67155385017395,0.0,2.5421767234802246,0.0,20,0.056,0.109,"{'min_pts': 20, 'merge_threshold': 0.056, 'alpha': 0.109}",0.0996987706431425,0.0996987706431425,0.0,12
14.327408075332642,0.0,2.6706016063690186,0.0,18,0.001,0.109,"{'min_pts': 18, 'merge_threshold': 0.001, 'alpha': 0.109}",-7.464564947056389e-06,-7.464564947056389e-06,0.0,99
3.111746311187744,0.0,0.48610663414001465,0.0,16,0.223,0.603,"{'min_pts': 16, 'merge_threshold': 0.223, 'alpha': 0.603}",0.10813320712133309,0.10813320712133309,0.0,4
3.3717565536499023,0.0,2.8221521377563477,0.0,20,0.445,0.504,"{'min_pts': 20, 'merge_threshold': 0.445, 'alpha': 0.504}",0.08927261968399387,0.08927261968399387,0.0,22
2.5695760250091553,0.0,1.3332998752593994,0.0,10,0.389,0.307,"{'min_pts': 10, 'merge_threshold': 0.389, 'alpha': 0.307}",0.09128639292109025,0.09128639292109025,0.0,18
16.092762231826782,0.0,11.110719203948975,0.0,2,0.056,0.9,"{'min_pts': 2, 'merge_threshold': 0.056, 'alpha': 0.9}",1.3549788496640908e-05,1.3549788496640908e-05,0.0,91
4.527534484863281,0.0,1.6964669227600098,0.0,18,0.056,0.702,"{'min_pts': 18, 'merge_threshold': 0.056, 'alpha': 0.702}",0.0010884051456116124,0.0010884051456116124,0.0,76
2.575582504272461,0.0,1.1747782230377197,0.0,10,0.223,0.702,"{'min_pts': 10, 'merge_threshold': 0.223, 'alpha': 0.702}",2.2702347254448324e-05,2.2702347254448324e-05,0.0,89
2.5235660076141357,0.0,0.6356627941131592,0.0,10,0.5,0.406,"{'min_pts': 10, 'merge_threshold': 0.5, 'alpha': 0.406}",0.039116191256686604,0.039116191256686604,0.0,50
8.169449806213379,0.0,1.4698593616485596,0.0,10,0.001,0.406,"{'min_pts': 10, 'merge_threshold': 0.001, 'alpha': 0.406}",0.0,0.0,0.0,93
2.5200858116149902,0.0,1.1592607498168945,0.0,10,0.389,0.208,"{'min_pts': 10, 'merge_threshold': 0.389, 'alpha': 0.208}",0.0624465940993721,0.0624465940993721,0.0,32
