mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_m,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
11.481581687927246,0.0,11.651614427566528,0.0,1.0,{'m': 1.0},0.11136452308748004,0.11136452308748004,0.0,7
0.3890876770019531,0.0,0.283066987991333,0.0,2.0,{'m': 2.0},1.0,1.0,0.0,1
0.3040647506713867,0.0,0.2140500545501709,0.0,3.0,{'m': 3.0},1.0,1.0,0.0,1
0.36208033561706543,0.0,0.2450566291809082,0.0,4.0,{'m': 4.0},1.0,1.0,0.0,1
0.308060884475708,0.0,0.21705079078674316,0.0,5.0,{'m': 5.0},1.0,1.0,0.0,1
0.3020665645599365,0.0,0.2140500545501709,0.0,6.0,{'m': 6.0},1.0,1.0,0.0,1
0.2980656623840332,0.0,0.2160487174987793,0.0,7.0,{'m': 7.0},1.0,1.0,0.0,1
0.13002872467041016,0.0,0.03200817108154297,0.0,8.0,{'m': 8.0},0.0,0.0,0.0,8
0.1470324993133545,0.0,0.024006128311157227,0.0,9.0,{'m': 9.0},0.0,0.0,0.0,8
0.09702205657958984,0.0,0.02200484275817871,0.0,10.0,{'m': 10.0},0.0,0.0,0.0,8
