mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_w,param_beta,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
8.888477325439453,0.0,12.136330842971802,0.0,5,0.001,"{'w': 5, 'beta': 0.001}",0.9951062081030335,0.9951062081030335,0.0,10
6.891674995422363,0.0,18.552334308624268,0.0,10,0.001,"{'w': 10, 'beta': 0.001}",1.0,1.0,0.0,1
6.486581325531006,0.0,10.871981143951416,0.0,15,0.001,"{'w': 15, 'beta': 0.001}",1.0,1.0,0.0,1
11.924809217453003,0.0,14.551442623138428,0.0,20,0.001,"{'w': 20, 'beta': 0.001}",1.0,1.0,0.0,1
12.215871810913086,0.0,11.289156675338745,0.0,25,0.001,"{'w': 25, 'beta': 0.001}",1.0,1.0,0.0,1
7.55970311164856,0.0,12.004656076431274,0.0,30,0.001,"{'w': 30, 'beta': 0.001}",1.0,1.0,0.0,1
7.916902303695679,0.0,15.403085231781006,0.0,35,0.001,"{'w': 35, 'beta': 0.001}",1.0,1.0,0.0,1
14.624406099319458,0.0,13.004638910293579,0.0,40,0.001,"{'w': 40, 'beta': 0.001}",1.0,1.0,0.0,1
12.671975135803223,0.0,11.234140634536743,0.0,45,0.001,"{'w': 45, 'beta': 0.001}",1.0,1.0,0.0,1
9.348226547241211,0.0,16.65490698814392,0.0,50,0.001,"{'w': 50, 'beta': 0.001}",1.0,1.0,0.0,1
10.315442562103271,0.0,16.86350131034851,0.0,5,0.112,"{'w': 5, 'beta': 0.112}",0.8241352378936166,0.8241352378936166,0.0,83
4.491136074066162,0.0,10.512359619140625,0.0,10,0.112,"{'w': 10, 'beta': 0.112}",0.8207564699046349,0.8207564699046349,0.0,92
6.373379230499268,0.0,10.41589069366455,0.0,15,0.112,"{'w': 15, 'beta': 0.112}",0.8324645441529965,0.8324645441529965,0.0,74
5.026254892349243,0.0,8.064801216125488,0.0,20,0.112,"{'w': 20, 'beta': 0.112}",0.8563086006254629,0.8563086006254629,0.0,47
8.409010648727417,0.0,10.95042634010315,0.0,25,0.112,"{'w': 25, 'beta': 0.112}",0.8376161734876295,0.8376161734876295,0.0,65
10.723528385162354,0.0,13.323621273040771,0.0,30,0.112,"{'w': 30, 'beta': 0.112}",0.8530285717757593,0.8530285717757593,0.0,56
6.182515859603882,0.0,9.157050371170044,0.0,35,0.112,"{'w': 35, 'beta': 0.112}",0.8570400567351741,0.8570400567351741,0.0,38
7.984916925430298,0.0,10.114944696426392,0.0,40,0.112,"{'w': 40, 'beta': 0.112}",0.861684571582657,0.861684571582657,0.0,29
11.771767377853394,0.0,13.576223850250244,0.0,45,0.112,"{'w': 45, 'beta': 0.112}",0.8949503260111309,0.8949503260111309,0.0,20
14.546389818191528,0.0,13.693791151046753,0.0,50,0.112,"{'w': 50, 'beta': 0.112}",0.9285530435343202,0.9285530435343202,0.0,11
7.805716276168823,0.0,16.860815286636353,0.0,5,0.223,"{'w': 5, 'beta': 0.223}",0.8241352378936166,0.8241352378936166,0.0,83
6.081471920013428,0.0,9.72191047668457,0.0,10,0.223,"{'w': 10, 'beta': 0.223}",0.8207564699046349,0.8207564699046349,0.0,92
5.73738431930542,0.0,7.1022117137908936,0.0,15,0.223,"{'w': 15, 'beta': 0.223}",0.8324645441529965,0.8324645441529965,0.0,74
5.836379528045654,0.0,12.763731956481934,0.0,20,0.223,"{'w': 20, 'beta': 0.223}",0.8563086006254629,0.8563086006254629,0.0,47
9.113678216934204,0.0,7.538779258728027,0.0,25,0.223,"{'w': 25, 'beta': 0.223}",0.8376161734876295,0.8376161734876295,0.0,65
9.436161041259766,0.0,9.092922687530518,0.0,30,0.223,"{'w': 30, 'beta': 0.223}",0.8530285717757593,0.8530285717757593,0.0,56
7.0558061599731445,0.0,10.51191520690918,0.0,35,0.223,"{'w': 35, 'beta': 0.223}",0.8570400567351741,0.8570400567351741,0.0,38
9.78194785118103,0.0,8.224987268447876,0.0,40,0.223,"{'w': 40, 'beta': 0.223}",0.861684571582657,0.861684571582657,0.0,29
8.11758017539978,0.0,9.617578983306885,0.0,45,0.223,"{'w': 45, 'beta': 0.223}",0.8949503260111309,0.8949503260111309,0.0,20
15.101905345916748,0.0,9.286759614944458,0.0,50,0.223,"{'w': 50, 'beta': 0.223}",0.9285530435343202,0.9285530435343202,0.0,11
6.5605628490448,0.0,13.752620935440063,0.0,5,0.334,"{'w': 5, 'beta': 0.334}",0.8241352378936166,0.8241352378936166,0.0,83
9.082449197769165,0.0,8.82120966911316,0.0,10,0.334,"{'w': 10, 'beta': 0.334}",0.8207564699046349,0.8207564699046349,0.0,92
4.863187313079834,0.0,6.4132163524627686,0.0,15,0.334,"{'w': 15, 'beta': 0.334}",0.8324645441529965,0.8324645441529965,0.0,74
7.970737457275391,0.0,7.460687160491943,0.0,20,0.334,"{'w': 20, 'beta': 0.334}",0.8563086006254629,0.8563086006254629,0.0,47
10.517679691314697,0.0,7.355413436889648,0.0,25,0.334,"{'w': 25, 'beta': 0.334}",0.8376161734876295,0.8376161734876295,0.0,65
11.500269412994385,0.0,8.374274253845215,0.0,30,0.334,"{'w': 30, 'beta': 0.334}",0.8530285717757593,0.8530285717757593,0.0,56
6.8594958782196045,0.0,8.613065719604492,0.0,35,0.334,"{'w': 35, 'beta': 0.334}",0.8570400567351741,0.8570400567351741,0.0,38
7.216271638870239,0.0,14.970294713973999,0.0,40,0.334,"{'w': 40, 'beta': 0.334}",0.861684571582657,0.861684571582657,0.0,29
