mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_m,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
13.776362419128418,0.0,13.032390356063843,0.0,1.0,{'m': 1.0},0.11120764552562988,0.11120764552562988,0.0,7
0.47446250915527344,0.0,0.31244611740112305,0.0,2.0,{'m': 2.0},1.0,1.0,0.0,1
0.525566816329956,0.0,0.29341673851013184,0.0,3.0,{'m': 3.0},1.0,1.0,0.0,1
0.4364655017852783,0.0,0.3354358673095703,0.0,4.0,{'m': 4.0},1.0,1.0,0.0,1
0.49045443534851074,0.0,0.2984640598297119,0.0,5.0,{'m': 5.0},1.0,1.0,0.0,1
0.48346567153930664,0.0,0.29544806480407715,0.0,6.0,{'m': 6.0},1.0,1.0,0.0,1
0.4584684371948242,0.0,0.3424510955810547,0.0,7.0,{'m': 7.0},1.0,1.0,0.0,1
0.4314701557159424,0.0,0.21540403366088867,0.0,8.0,{'m': 8.0},0.0,0.0,0.0,8
0.16104531288146973,0.0,0.02797555923461914,0.0,9.0,{'m': 9.0},0.0,0.0,0.0,8
0.16690802574157715,0.0,0.03208351135253906,0.0,10.0,{'m': 10.0},0.0,0.0,0.0,8
