mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_radius,param_min_samples,param_decay,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
3.623648166656494,0.0,0.3847999572753906,0.0,0.389,2,1155,"{'radius': 0.389, 'min_samples': 2, 'decay': 1155}",0.0,0.0,0.0,45
3.583627700805664,0.0,0.43183350563049316,0.0,0.445,4,1788,"{'radius': 0.445, 'min_samples': 4, 'decay': 1788}",0.0,0.0,0.0,45
3.5416007041931152,0.0,0.3913111686706543,0.0,0.112,12,944,"{'radius': 0.112, 'min_samples': 12, 'decay': 944}",0.14884368895303618,0.14884368895303618,0.0,16
3.4945478439331055,0.0,0.3913593292236328,0.0,0.445,14,733,"{'radius': 0.445, 'min_samples': 14, 'decay': 733}",0.0,0.0,0.0,45
3.5656261444091797,0.0,0.43082571029663086,0.0,0.112,10,522,"{'radius': 0.112, 'min_samples': 10, 'decay': 522}",0.09339268327288784,0.09339268327288784,0.0,29
3.5466959476470947,0.0,0.4147517681121826,0.0,0.5,6,2000,"{'radius': 0.5, 'min_samples': 6, 'decay': 2000}",0.0,0.0,0.0,45
3.53358793258667,0.0,0.38432931900024414,0.0,0.112,14,522,"{'radius': 0.112, 'min_samples': 14, 'decay': 522}",0.10536247168911188,0.10536247168911188,0.0,27
5.175571918487549,0.0,0.004000663757324219,0.0,0.001,4,1788,"{'radius': 0.001, 'min_samples': 4, 'decay': 1788}",0.0,0.0,0.0,45
3.559623956680298,0.0,0.39081835746765137,0.0,0.445,4,733,"{'radius': 0.445, 'min_samples': 4, 'decay': 733}",0.0,0.0,0.0,45
3.45853590965271,0.0,0.40937161445617676,0.0,0.5,10,100,"{'radius': 0.5, 'min_samples': 10, 'decay': 100}",0.06330790920301196,0.06330790920301196,0.0,36
3.6046411991119385,0.0,0.42382049560546875,0.0,0.334,10,944,"{'radius': 0.334, 'min_samples': 10, 'decay': 944}",0.0,0.0,0.0,45
3.711946487426758,0.0,0.5083098411560059,0.0,0.112,10,311,"{'radius': 0.112, 'min_samples': 10, 'decay': 311}",0.14226423446850717,0.14226423446850717,0.0,20
3.6106529235839844,0.0,0.4008047580718994,0.0,0.445,14,2000,"{'radius': 0.445, 'min_samples': 14, 'decay': 2000}",0.0,0.0,0.0,45
3.6766929626464844,0.0,0.4017801284790039,0.0,0.278,10,733,"{'radius': 0.278, 'min_samples': 10, 'decay': 733}",0.0,0.0,0.0,45
3.6696937084198,0.0,0.47852182388305664,0.0,0.056,16,2000,"{'radius': 0.056, 'min_samples': 16, 'decay': 2000}",0.17712752182497987,0.17712752182497987,0.0,11
3.5637712478637695,0.0,0.43901658058166504,0.0,0.167,8,311,"{'radius': 0.167, 'min_samples': 8, 'decay': 311}",0.25067090383884616,0.25067090383884616,0.0,4
3.569692373275757,0.0,0.451099157333374,0.0,0.223,2,311,"{'radius': 0.223, 'min_samples': 2, 'decay': 311}",0.06567101496852969,0.06567101496852969,0.0,35
3.483673334121704,0.0,0.43909502029418945,0.0,0.334,2,100,"{'radius': 0.334, 'min_samples': 2, 'decay': 100}",0.0996253790554821,0.0996253790554821,0.0,28
4.858983039855957,0.0,1.1835246086120605,0.0,0.001,2,1366,"{'radius': 0.001, 'min_samples': 2, 'decay': 1366}",0.0033231815958050122,0.0033231815958050122,0.0,44
3.569173574447632,0.0,0.40208911895751953,0.0,0.334,20,944,"{'radius': 0.334, 'min_samples': 20, 'decay': 944}",0.0,0.0,0.0,45
3.672191858291626,0.0,0.44710373878479004,0.0,0.112,2,1577,"{'radius': 0.112, 'min_samples': 2, 'decay': 1577}",0.036478128682269614,0.036478128682269614,0.0,40
3.5531678199768066,0.0,0.4140920639038086,0.0,0.112,16,944,"{'radius': 0.112, 'min_samples': 16, 'decay': 944}",0.14884368895303618,0.14884368895303618,0.0,16
3.5481679439544678,0.0,0.3780851364135742,0.0,0.445,20,1155,"{'radius': 0.445, 'min_samples': 20, 'decay': 1155}",0.0,0.0,0.0,45
3.66819429397583,0.0,0.448101282119751,0.0,0.112,2,1155,"{'radius': 0.112, 'min_samples': 2, 'decay': 1155}",0.1958484139484085,0.1958484139484085,0.0,7
3.6041793823242188,0.0,0.4380989074707031,0.0,0.167,8,944,"{'radius': 0.167, 'min_samples': 8, 'decay': 944}",0.0782756549077906,0.0782756549077906,0.0,32
3.51515531539917,0.0,0.432098388671875,0.0,0.5,4,311,"{'radius': 0.5, 'min_samples': 4, 'decay': 311}",0.0,0.0,0.0,45
3.5431652069091797,0.0,0.42909932136535645,0.0,0.445,2,311,"{'radius': 0.445, 'min_samples': 2, 'decay': 311}",0.0,0.0,0.0,45
3.5384371280670166,0.0,0.3740878105163574,0.0,0.389,10,1366,"{'radius': 0.389, 'min_samples': 10, 'decay': 1366}",0.0,0.0,0.0,45
3.5054001808166504,0.0,0.4280979633331299,0.0,0.5,18,1155,"{'radius': 0.5, 'min_samples': 18, 'decay': 1155}",0.0,0.0,0.0,45
3.6363344192504883,0.0,0.3250865936279297,0.0,0.223,16,733,"{'radius': 0.223, 'min_samples': 16, 'decay': 733}",0.041872703022762484,0.041872703022762484,0.0,39
5.405468702316284,0.0,0.006002664566040039,0.0,0.001,4,2000,"{'radius': 0.001, 'min_samples': 4, 'decay': 2000}",0.0,0.0,0.0,45
3.6568851470947266,0.0,0.405928373336792,0.0,0.445,4,1577,"{'radius': 0.445, 'min_samples': 4, 'decay': 1577}",0.0,0.0,0.0,45
3.589878559112549,0.0,0.42592620849609375,0.0,0.223,10,1577,"{'radius': 0.223, 'min_samples': 10, 'decay': 1577}",0.0,0.0,0.0,45
3.780914306640625,0.0,0.4002690315246582,0.0,0.223,20,944,"{'radius': 0.223, 'min_samples': 20, 'decay': 944}",0.07207537216413167,0.07207537216413167,0.0,33
3.762909412384033,0.0,0.4322788715362549,0.0,0.223,2,944,"{'radius': 0.223, 'min_samples': 2, 'decay': 944}",0.0,0.0,0.0,45
3.7519068717956543,0.0,0.4142720699310303,0.0,0.223,16,522,"{'radius': 0.223, 'min_samples': 16, 'decay': 522}",0.13623640122080266,0.13623640122080266,0.0,22
3.476954698562622,0.0,0.3768119812011719,0.0,0.445,16,100,"{'radius': 0.445, 'min_samples': 16, 'decay': 100}",0.0,0.0,0.0,45
3.8497695922851562,0.0,0.45646214485168457,0.0,0.056,6,1577,"{'radius': 0.056, 'min_samples': 6, 'decay': 1577}",0.1755549209184981,0.1755549209184981,0.0,12
3.67989444732666,0.0,0.4172706604003906,0.0,0.223,10,1366,"{'radius': 0.223, 'min_samples': 10, 'decay': 1366}",-0.004716200674689134,-0.004716200674689134,0.0,96
3.8257601261138916,0.0,0.407451868057251,0.0,0.223,4,1366,"{'radius': 0.223, 'min_samples': 4, 'decay': 1366}",-0.004716200674689134,-0.004716200674689134,0.0,96
