mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_m,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
1068.3251376152039,0.0,1108.3636636734009,0.0,1.0,{'m': 1.0},0.2122422998954351,0.2122422998954351,0.0,1
1.7691097259521484,0.0,0.16417622566223145,0.0,2.0,{'m': 2.0},0.0,0.0,0.0,2
1.5397043228149414,0.0,0.2834665775299072,0.0,3.0,{'m': 3.0},0.0,0.0,0.0,2
1.3852720260620117,0.0,0.35590529441833496,0.0,4.0,{'m': 4.0},0.0,0.0,0.0,2
1.634660243988037,0.0,0.24661922454833984,0.0,5.0,{'m': 5.0},0.0,0.0,0.0,2
1.4512875080108643,0.0,0.3368258476257324,0.0,6.0,{'m': 6.0},0.0,0.0,0.0,2
1.5257234573364258,0.0,0.306459903717041,0.0,7.0,{'m': 7.0},0.0,0.0,0.0,2
1.450287103652954,0.0,0.32482242584228516,0.0,8.0,{'m': 8.0},0.0,0.0,0.0,2
1.3833494186401367,0.0,0.37482762336730957,0.0,9.0,{'m': 9.0},0.0,0.0,0.0,2
1.4131863117218018,0.0,0.3438994884490967,0.0,10.0,{'m': 10.0},0.0,0.0,0.0,2
