mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_m,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
11.27121615409851,0.0,11.738828897476196,0.0,1.0,{'m': 1.0},0.11131223326201072,0.11131223326201072,0.0,7
0.42613935470581055,0.0,0.2599008083343506,0.0,2.0,{'m': 2.0},1.0,1.0,0.0,1
0.400144100189209,0.0,0.24407005310058594,0.0,3.0,{'m': 3.0},1.0,1.0,0.0,1
0.3771378993988037,0.0,0.2600584030151367,0.0,4.0,{'m': 4.0},1.0,1.0,0.0,1
0.4103085994720459,0.0,0.2370612621307373,0.0,5.0,{'m': 5.0},1.0,1.0,0.0,1
0.4102449417114258,0.0,0.24605512619018555,0.0,6.0,{'m': 6.0},1.0,1.0,0.0,1
0.39232921600341797,0.0,0.2659306526184082,0.0,7.0,{'m': 7.0},1.0,1.0,0.0,1
0.14705753326416016,0.0,0.027222633361816406,0.0,8.0,{'m': 8.0},0.0,0.0,0.0,8
0.14105582237243652,0.0,0.02822732925415039,0.0,9.0,{'m': 9.0},0.0,0.0,0.0,8
0.17027783393859863,0.0,0.024947643280029297,0.0,10.0,{'m': 10.0},0.0,0.0,0.0,8
