mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_r0,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
55.902246952056885,0.0,8.462677717208862,0.0,0.001,{'r0': 0.001},0.9575897842005644,0.9575897842005644,0.0,2
78.10577487945557,0.0,4.346924781799316,0.0,0.056,{'r0': 0.056},0.9752874181511196,0.9752874181511196,0.0,1
68.55394721031189,0.0,6.206490755081177,0.0,0.112,{'r0': 0.112},0.8306114645589064,0.8306114645589064,0.0,3
68.1819498538971,0.0,6.4959588050842285,0.0,0.167,{'r0': 0.167},0.8306114645589064,0.8306114645589064,0.0,3
68.3721513748169,0.0,6.32827091217041,0.0,0.223,{'r0': 0.223},0.8306114645589064,0.8306114645589064,0.0,3
68.08183121681213,0.0,6.373961448669434,0.0,0.278,{'r0': 0.278},0.8306114645589064,0.8306114645589064,0.0,3
68.28810930252075,0.0,6.3353002071380615,0.0,0.334,{'r0': 0.334},0.8306114645589064,0.8306114645589064,0.0,3
68.20635604858398,0.0,6.3995537757873535,0.0,0.389,{'r0': 0.389},0.8306114645589064,0.8306114645589064,0.0,3
68.82195377349854,0.0,6.13086724281311,0.0,0.445,{'r0': 0.445},0.8306114645589064,0.8306114645589064,0.0,3
68.86300992965698,0.0,6.072961807250977,0.0,0.5,{'r0': 0.5},0.8306114645589064,0.8306114645589064,0.0,3
