memory_r0,time_r0,clusters,memory_r1,time_r1,memory_r2,time_r2,memory_r3,time_r3,memory_r4,time_r4
4.0040283203125,0.00014070002362132072,0,4.0040283203125,0.00013910001143813133,4.0040283203125,0.00014640000881627202,4.0040283203125,0.00013770000077784061,4.0040283203125,0.00014349998673424125
4.0053558349609375,0.00038759998278692365,2,4.0053558349609375,0.0003755000070668757,4.0053558349609375,0.0003795999800786376,4.0053558349609375,0.0003698000218719244,4.0053558349609375,0.00036559998989105225
4.006065368652344,0.0003671000013127923,3,4.006065368652344,0.00042969995411112905,4.006065368652344,0.0003635999746620655,4.006065368652344,0.0003632999723777175,4.006065368652344,0.0003706999705173075
4.006752014160156,0.00041800003964453936,4,4.006752014160156,0.00045410002348944545,4.006752014160156,0.0004232999635860324,4.006752014160156,0.00042209995444864035,4.006752014160156,0.0004317000275477767
4.007438659667969,0.0004822000046260655,5,4.007438659667969,0.0004943000385537744,4.007438659667969,0.00047989998711273074,4.007438659667969,0.00047749996883794665,4.007438659667969,0.0004961999948136508
4.008735656738281,0.0005360000068321824,6,4.008735656738281,0.0005513000069186091,4.008735656738281,0.0005393000319600105,4.008735656738281,0.0005357000045478344,4.008735656738281,0.0005673000123351812
4.009422302246094,0.0006324999849312007,7,4.009422302246094,0.0006155999726615846,4.009422302246094,0.00061779998941347,4.009422302246094,0.0006009000353515148,4.009422302246094,0.0007547999848611653
4.010108947753906,0.0006623999797739089,8,4.010108947753906,0.0007397000445052981,4.010108947753906,0.000729600025806576,4.010108947753906,0.0006561999907717109,4.010108947753906,0.000741399999242276
4.010856628417969,0.0007899000192992389,9,4.010856628417969,0.0007529999711550772,4.010856628417969,0.0007465999806299806,4.010856628417969,0.0007322000456042588,4.010856628417969,0.0008468999876640737
4.011543273925781,0.0007788999937474728,10,4.011543273925781,0.0008223999757319689,4.011543273925781,0.0007877000025473535,4.011543273925781,0.0007820000173524022,4.011543273925781,0.0008365999674424529
4.0135650634765625,0.0008423000108450651,11,4.0135650634765625,0.0008764999802224338,4.0135650634765625,0.0008547999896109104,4.0135650634765625,0.0008449999731965363,4.0135650634765625,0.0009246999979950488
4.014251708984375,0.0009126000222750008,12,4.014251708984375,0.0009415000095032156,4.014251708984375,0.0009247999987564981,4.014251708984375,0.0009014999959617853,4.014251708984375,0.0009509000228717923
4.0149383544921875,0.0009643000084906816,13,4.0149383544921875,0.0010843999916687608,4.0149383544921875,0.0009768999880179763,4.0149383544921875,0.0009637000039219856,4.0149383544921875,0.0010780000011436641
4.015625,0.0010863000061362982,14,4.015625,0.0011006999993696809,4.015625,0.0010923999943770468,4.015625,0.0010432000271975994,4.015625,0.0010998999932780862
4.0163116455078125,0.0011798000195994973,15,4.0163116455078125,0.0011504999711178243,4.0163116455078125,0.0012034000246785581,4.0163116455078125,0.0011047999723814428,4.0163116455078125,0.0011501000262796879
4.016998291015625,0.0012830999912694097,16,4.016998291015625,0.001213699986692518,4.016998291015625,0.001186500012408942,4.016998291015625,0.0011597999837249517,4.016998291015625,0.0013214999926276505
4.0177459716796875,0.0013016999582760036,17,4.0177459716796875,0.001329899998381734,4.0177459716796875,0.0013092000153847039,4.0177459716796875,0.0012222999939695,4.0177459716796875,0.001411000033840537
4.0184326171875,0.0013490999699570239,18,4.0184326171875,0.0013518999912776053,4.0184326171875,0.0013463999493978918,4.0184326171875,0.0013014000141993165,4.0184326171875,0.0013791000237688422
4.0191192626953125,0.0013408000231720507,19,4.0191192626953125,0.0014079000102356076,4.0191192626953125,0.0013955000322312117,4.0191192626953125,0.0013525999966077507,4.0191192626953125,0.0014701999607495964
4.023529052734375,0.0018838000250980258,19,4.023529052734375,0.001990599965211004,4.023529052734375,0.002022799977567047,4.023529052734375,0.001820300007238984,4.023529052734375,0.0019715999951586127
4.024192810058594,0.0014482999686151743,20,4.024192810058594,0.0015086000203154981,4.024192810058594,0.0015147000085562468,4.024192810058594,0.0014188999775797129,4.024192810058594,0.001500600017607212
4.024879455566406,0.0015092000248841941,21,4.024879455566406,0.0015518000000156462,4.024879455566406,0.0016207000007852912,4.024879455566406,0.0014977999962866306,4.024879455566406,0.0016270999913103878
4.0281219482421875,0.0016331999795511365,22,4.0281219482421875,0.0017101999837905169,4.0281219482421875,0.0017151000211015344,4.0281219482421875,0.0015527999494224787,4.0281219482421875,0.0016816999996080995
4.02880859375,0.0016904000076465309,23,4.02880859375,0.0016924000228755176,4.02880859375,0.0017150999628938735,4.02880859375,0.0016105000395327806,4.02880859375,0.0017918000230565667
4.0294952392578125,0.0016867000376805663,24,4.0294952392578125,0.001853699970524758,4.0294952392578125,0.0018484999891370535,4.0294952392578125,0.00166090001584962,4.0294952392578125,0.0018254999886266887
4.030242919921875,0.0017857999773696065,25,4.030242919921875,0.0018214000156149268,4.030242919921875,0.0020684999763034284,4.030242919921875,0.0017567999893799424,4.030242919921875,0.0018449999624863267
4.0309295654296875,0.0018094999832101166,26,4.0309295654296875,0.0019114000024273992,4.0309295654296875,0.001961100031621754,4.0309295654296875,0.0018016000394709408,4.0309295654296875,0.001989200012758374
4.0316162109375,0.0018801999976858497,27,4.0316162109375,0.0020449000294320285,4.0316162109375,0.0020602000295184553,4.0316162109375,0.001868800027295947,4.0316162109375,0.002041800005827099
4.0323028564453125,0.002038799982983619,28,4.0323028564453125,0.0020200000144541264,4.0323028564453125,0.002049500006251037,4.0323028564453125,0.0019104999955743551,4.0323028564453125,0.0021070000366307795
