mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_r0,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
51.01961326599121,0.0,10.434150457382202,0.0,0.001,{'r0': 0.001},0.2751107424511354,0.2751107424511354,0.0,1
8.536419153213501,0.0,0.5398409366607666,0.0,0.056,{'r0': 0.056},0.0,0.0,0.0,2
8.602005004882812,0.0,0.5720615386962891,0.0,0.112,{'r0': 0.112},0.0,0.0,0.0,2
8.80809998512268,0.0,0.5207548141479492,0.0,0.167,{'r0': 0.167},0.0,0.0,0.0,2
8.993971347808838,0.0,0.40014028549194336,0.0,0.223,{'r0': 0.223},0.0,0.0,0.0,2
8.77400827407837,0.0,0.4846639633178711,0.0,0.278,{'r0': 0.278},0.0,0.0,0.0,2
8.94002389907837,0.0,0.44115328788757324,0.0,0.334,{'r0': 0.334},0.0,0.0,0.0,2
8.75696873664856,0.0,0.46503138542175293,0.0,0.389,{'r0': 0.389},0.0,0.0,0.0,2
8.721876382827759,0.0,0.5047829151153564,0.0,0.445,{'r0': 0.445},0.0,0.0,0.0,2
8.882132291793823,0.0,0.4191584587097168,0.0,0.5,{'r0': 0.5},0.0,0.0,0.0,2
