mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_r0,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
43.6738007068634,0.0,7.334647178649902,0.0,0.001,{'r0': 0.001},0.5624391154220031,0.5624391154220031,0.0,1
51.457541704177856,0.0,3.95788836479187,0.0,0.056,{'r0': 0.056},0.1948236809196306,0.1948236809196306,0.0,2
52.54578948020935,0.0,3.9098942279815674,0.0,0.112,{'r0': 0.112},0.1948236809196306,0.1948236809196306,0.0,2
51.46554493904114,0.0,4.109922409057617,0.0,0.167,{'r0': 0.167},0.1948236809196306,0.1948236809196306,0.0,2
52.90586495399475,0.0,3.752851724624634,0.0,0.223,{'r0': 0.223},0.1948236809196306,0.1948236809196306,0.0,2
52.64481043815613,0.0,3.8828907012939453,0.0,0.278,{'r0': 0.278},0.1948236809196306,0.1948236809196306,0.0,2
53.13092064857483,0.0,3.637831449508667,0.0,0.334,{'r0': 0.334},0.1948236809196306,0.1948236809196306,0.0,2
51.256500244140625,0.0,4.086918115615845,0.0,0.389,{'r0': 0.389},0.1948236809196306,0.1948236809196306,0.0,2
51.93465185165405,0.0,3.927882194519043,0.0,0.445,{'r0': 0.445},0.1948236809196306,0.1948236809196306,0.0,2
53.27695369720459,0.0,3.523806095123291,0.0,0.5,{'r0': 0.5},0.1948236809196306,0.1948236809196306,0.0,2
