mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_m,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
258.9211115837097,0.0,272.46036863327026,0.0,1.0,{'m': 1.0},0.050853747696230515,0.050853747696230515,0.0,1
1.208282709121704,0.0,0.2450401782989502,0.0,2.0,{'m': 2.0},0.0,0.0,0.0,2
0.7011489868164062,0.0,0.09902262687683105,0.0,3.0,{'m': 3.0},0.0,0.0,0.0,2
0.675140380859375,0.0,0.10302352905273438,0.0,4.0,{'m': 4.0},0.0,0.0,0.0,2
0.63214111328125,0.0,0.1130223274230957,0.0,5.0,{'m': 5.0},0.0,0.0,0.0,2
0.6351401805877686,0.0,0.09601926803588867,0.0,6.0,{'m': 6.0},0.0,0.0,0.0,2
0.7161517143249512,0.0,0.12402796745300293,0.0,7.0,{'m': 7.0},0.0,0.0,0.0,2
0.6771495342254639,0.0,0.1380314826965332,0.0,8.0,{'m': 8.0},0.0,0.0,0.0,2
0.5681283473968506,0.0,0.16303324699401855,0.0,9.0,{'m': 9.0},0.0,0.0,0.0,2
0.6371431350708008,0.0,0.12702655792236328,0.0,10.0,{'m': 10.0},0.0,0.0,0.0,2
