mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_r0,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
24.007075309753418,0.0,5.021058797836304,0.0,0.001,{'r0': 0.001},0.24711559754509704,0.24711559754509704,0.0,1
15.640241384506226,0.0,0.6860427856445312,0.0,0.056,{'r0': 0.056},0.014455711060031748,0.014455711060031748,0.0,10
16.412258863449097,0.0,0.8792123794555664,0.0,0.112,{'r0': 0.112},0.031221926126856685,0.031221926126856685,0.0,2
16.11729669570923,0.0,0.8919317722320557,0.0,0.167,{'r0': 0.167},0.031221926126856685,0.031221926126856685,0.0,2
16.318287134170532,0.0,0.9390668869018555,0.0,0.223,{'r0': 0.223},0.031221926126856685,0.031221926126856685,0.0,2
17.195308685302734,0.0,0.6651477813720703,0.0,0.278,{'r0': 0.278},0.031221926126856685,0.031221926126856685,0.0,2
16.34029507637024,0.0,0.9992389678955078,0.0,0.334,{'r0': 0.334},0.031221926126856685,0.031221926126856685,0.0,2
16.23426127433777,0.0,0.8839795589447021,0.0,0.389,{'r0': 0.389},0.031221926126856685,0.031221926126856685,0.0,2
15.801259756088257,0.0,1.0480217933654785,0.0,0.445,{'r0': 0.445},0.031221926126856685,0.031221926126856685,0.0,2
16.23926281929016,0.0,0.9400341510772705,0.0,0.5,{'r0': 0.5},0.031221926126856685,0.031221926126856685,0.0,2
