mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_m,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
98.74398255348206,0.0,102.17519402503967,0.0,1.0,{'m': 1.0},0.054766504289628745,0.054766504289628745,0.0,1
0.859635591506958,0.0,0.2638967037200928,0.0,2.0,{'m': 2.0},0.0,0.0,0.0,2
0.5705561637878418,0.0,0.04701042175292969,0.0,3.0,{'m': 3.0},0.0,0.0,0.0,2
0.5545523166656494,0.0,0.05601239204406738,0.0,4.0,{'m': 4.0},0.0,0.0,0.0,2
0.45353007316589355,0.0,0.05001068115234375,0.0,5.0,{'m': 5.0},0.0,0.0,0.0,2
0.44252753257751465,0.0,0.05101180076599121,0.0,6.0,{'m': 6.0},0.0,0.0,0.0,2
0.37858128547668457,0.0,0.0659480094909668,0.0,7.0,{'m': 7.0},0.0,0.0,0.0,2
0.4095168113708496,0.0,0.08502316474914551,0.0,8.0,{'m': 8.0},0.0,0.0,0.0,2
0.3876938819885254,0.0,0.06583595275878906,0.0,9.0,{'m': 9.0},0.0,0.0,0.0,2
0.3856942653656006,0.0,0.08684039115905762,0.0,10.0,{'m': 10.0},0.0,0.0,0.0,2
