mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_minimum_weight,param_intersection_factor,param_clustering_threshold,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
5.983336925506592,0.0,1.6853837966918945,0.0,2.556,0.1,0.578,"{'minimum_weight': 2.556, 'intersection_factor': 0.1, 'clustering_threshold': 0.578}",0.1835433065106129,0.1835433065106129,0.0,52
1.639371395111084,0.0,0.9622063636779785,0.0,2.778,0.122,0.894,"{'minimum_weight': 2.778, 'intersection_factor': 0.122, 'clustering_threshold': 0.894}",0.1774480035895401,0.1774480035895401,0.0,54
2.122469902038574,0.0,0.274066686630249,0.0,1.444,0.211,0.472,"{'minimum_weight': 1.444, 'intersection_factor': 0.211, 'clustering_threshold': 0.472}",0.25637549068089577,0.25637549068089577,0.0,30
0.8541889190673828,0.0,0.34708452224731445,0.0,2.778,0.233,0.367,"{'minimum_weight': 2.778, 'intersection_factor': 0.233, 'clustering_threshold': 0.367}",0.2025645421653319,0.2025645421653319,0.0,43
0.9402158260345459,0.0,0.3320775032043457,0.0,1.444,0.189,0.261,"{'minimum_weight': 1.444, 'intersection_factor': 0.189, 'clustering_threshold': 0.261}",0.3032178917471606,0.3032178917471606,0.0,12
0.9262025356292725,0.0,0.2490520477294922,0.0,3.0,0.144,1.0,"{'minimum_weight': 3.0, 'intersection_factor': 0.144, 'clustering_threshold': 1.0}",0.0,0.0,0.0,90
3.5407872200012207,0.0,1.445324182510376,0.0,1.444,0.233,0.261,"{'minimum_weight': 1.444, 'intersection_factor': 0.233, 'clustering_threshold': 0.261}",0.29273209352545787,0.29273209352545787,0.0,14
1.107241153717041,0.0,0.5751287937164307,0.0,1.0,0.122,0.894,"{'minimum_weight': 1.0, 'intersection_factor': 0.122, 'clustering_threshold': 0.894}",0.1774480035895401,0.1774480035895401,0.0,54
0.8922078609466553,0.0,0.31006908416748047,0.0,2.778,0.122,0.367,"{'minimum_weight': 2.778, 'intersection_factor': 0.122, 'clustering_threshold': 0.367}",0.34170450238477545,0.34170450238477545,0.0,8
9.39110279083252,0.0,7.452679634094238,0.0,3.0,0.189,0.05,"{'minimum_weight': 3.0, 'intersection_factor': 0.189, 'clustering_threshold': 0.05}",0.09032565728687873,0.09032565728687873,0.0,78
0.8691961765289307,0.0,0.24705004692077637,0.0,2.333,0.189,0.472,"{'minimum_weight': 2.333, 'intersection_factor': 0.189, 'clustering_threshold': 0.472}",0.2560832629546121,0.2560832629546121,0.0,35
7.417663097381592,0.0,2.4675581455230713,0.0,1.444,0.189,0.156,"{'minimum_weight': 1.444, 'intersection_factor': 0.189, 'clustering_threshold': 0.156}",0.25407551578713283,0.25407551578713283,0.0,36
0.8131718635559082,0.0,0.14704370498657227,0.0,2.778,0.233,1.0,"{'minimum_weight': 2.778, 'intersection_factor': 0.233, 'clustering_threshold': 1.0}",0.0,0.0,0.0,90
3.01167631149292,0.0,1.128265619277954,0.0,2.111,0.189,0.367,"{'minimum_weight': 2.111, 'intersection_factor': 0.189, 'clustering_threshold': 0.367}",0.32674451591018877,0.32674451591018877,0.0,9
0.587132453918457,0.0,0.05501222610473633,0.0,1.222,0.256,1.0,"{'minimum_weight': 1.222, 'intersection_factor': 0.256, 'clustering_threshold': 1.0}",0.0,0.0,0.0,90
1.9174325466156006,0.0,0.9512169361114502,0.0,1.667,0.167,0.156,"{'minimum_weight': 1.667, 'intersection_factor': 0.167, 'clustering_threshold': 0.156}",0.2263734396514787,0.2263734396514787,0.0,41
2.1774935722351074,0.0,1.2152671813964844,0.0,1.889,0.1,0.156,"{'minimum_weight': 1.889, 'intersection_factor': 0.1, 'clustering_threshold': 0.156}",0.17560255779096598,0.17560255779096598,0.0,64
10.099263668060303,0.0,10.000244855880737,0.0,2.333,0.1,0.05,"{'minimum_weight': 2.333, 'intersection_factor': 0.1, 'clustering_threshold': 0.05}",0.09320087705307363,0.09320087705307363,0.0,77
2.0664589405059814,0.0,0.6661496162414551,0.0,1.0,0.1,0.683,"{'minimum_weight': 1.0, 'intersection_factor': 0.1, 'clustering_threshold': 0.683}",0.17372794097090963,0.17372794097090963,0.0,67
2.4705522060394287,0.0,0.8151905536651611,0.0,2.333,0.3,0.472,"{'minimum_weight': 2.333, 'intersection_factor': 0.3, 'clustering_threshold': 0.472}",0.2703078236069667,0.2703078236069667,0.0,20
