mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_radius,param_min_samples,param_decay,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
1.1348862648010254,0.0,0.12602972984313965,0.0,0.389,2,1155,"{'radius': 0.389, 'min_samples': 2, 'decay': 1155}",0.0,0.0,0.0,35
1.9564387798309326,0.0,0.11703014373779297,0.0,0.445,4,1788,"{'radius': 0.445, 'min_samples': 4, 'decay': 1788}",0.0,0.0,0.0,35
1.1653258800506592,0.0,0.14096689224243164,0.0,0.112,12,944,"{'radius': 0.112, 'min_samples': 12, 'decay': 944}",0.16526471228476006,0.16526471228476006,0.0,30
1.170262336730957,0.0,0.12803030014038086,0.0,0.445,14,733,"{'radius': 0.445, 'min_samples': 14, 'decay': 733}",0.0,0.0,0.0,35
1.1322557926177979,0.0,0.12402534484863281,0.0,0.112,10,522,"{'radius': 0.112, 'min_samples': 10, 'decay': 522}",0.0,0.0,0.0,35
2.0134522914886475,0.0,0.12502765655517578,0.0,0.5,6,2000,"{'radius': 0.5, 'min_samples': 6, 'decay': 2000}",0.0,0.0,0.0,35
1.061157464981079,0.0,0.11902689933776855,0.0,0.112,14,522,"{'radius': 0.112, 'min_samples': 14, 'decay': 522}",0.0,0.0,0.0,35
1.4893381595611572,0.0,0.0029969215393066406,0.0,0.001,4,1788,"{'radius': 0.001, 'min_samples': 4, 'decay': 1788}",0.0,0.0,0.0,35
2.2575080394744873,0.0,0.10302281379699707,0.0,0.445,4,733,"{'radius': 0.445, 'min_samples': 4, 'decay': 733}",0.0,0.0,0.0,35
1.159261703491211,0.0,0.13202738761901855,0.0,0.5,10,100,"{'radius': 0.5, 'min_samples': 10, 'decay': 100}",0.0,0.0,0.0,35
3.265733480453491,0.0,0.1250288486480713,0.0,0.334,10,944,"{'radius': 0.334, 'min_samples': 10, 'decay': 944}",0.16894693250196538,0.16894693250196538,0.0,27
2.037456750869751,0.0,0.11902546882629395,0.0,0.112,10,311,"{'radius': 0.112, 'min_samples': 10, 'decay': 311}",0.0,0.0,0.0,35
1.9944465160369873,0.0,0.11602592468261719,0.0,0.445,14,2000,"{'radius': 0.445, 'min_samples': 14, 'decay': 2000}",0.0,0.0,0.0,35
1.0642378330230713,0.0,0.10307812690734863,0.0,0.278,10,733,"{'radius': 0.278, 'min_samples': 10, 'decay': 733}",0.0,0.0,0.0,35
1.8364107608795166,0.0,0.13203167915344238,0.0,0.056,16,2000,"{'radius': 0.056, 'min_samples': 16, 'decay': 2000}",0.5580630103759732,0.5580630103759732,0.0,3
1.6213786602020264,0.0,0.1090078353881836,0.0,0.167,8,311,"{'radius': 0.167, 'min_samples': 8, 'decay': 311}",0.0,0.0,0.0,35
1.3172979354858398,0.0,0.12903070449829102,0.0,0.223,2,311,"{'radius': 0.223, 'min_samples': 2, 'decay': 311}",0.0,0.0,0.0,35
2.360530138015747,0.0,0.11455774307250977,0.0,0.334,2,100,"{'radius': 0.334, 'min_samples': 2, 'decay': 100}",0.0,0.0,0.0,35
2.011451244354248,0.0,0.3180718421936035,0.0,0.001,2,1366,"{'radius': 0.001, 'min_samples': 2, 'decay': 1366}",-0.001680528324387486,-0.001680528324387486,0.0,97
1.7503936290740967,0.0,0.1051032543182373,0.0,0.334,20,944,"{'radius': 0.334, 'min_samples': 20, 'decay': 944}",0.16894693250196538,0.16894693250196538,0.0,27
1.3853144645690918,0.0,0.1200246810913086,0.0,0.112,2,1577,"{'radius': 0.112, 'min_samples': 2, 'decay': 1577}",0.23483844679631077,0.23483844679631077,0.0,7
1.6793763637542725,0.0,0.11502575874328613,0.0,0.112,16,944,"{'radius': 0.112, 'min_samples': 16, 'decay': 944}",0.16526471228476006,0.16526471228476006,0.0,30
1.4413232803344727,0.0,0.1160273551940918,0.0,0.445,20,1155,"{'radius': 0.445, 'min_samples': 20, 'decay': 1155}",0.0,0.0,0.0,35
1.3963143825531006,0.0,0.11809468269348145,0.0,0.112,2,1155,"{'radius': 0.112, 'min_samples': 2, 'decay': 1155}",0.22910340243583963,0.22910340243583963,0.0,17
1.6198961734771729,0.0,0.11202454566955566,0.0,0.167,8,944,"{'radius': 0.167, 'min_samples': 8, 'decay': 944}",0.16441506002545317,0.16441506002545317,0.0,32
1.466860294342041,0.0,0.1050255298614502,0.0,0.5,4,311,"{'radius': 0.5, 'min_samples': 4, 'decay': 311}",0.0,0.0,0.0,35
1.4333229064941406,0.0,0.11755704879760742,0.0,0.445,2,311,"{'radius': 0.445, 'min_samples': 2, 'decay': 311}",0.0,0.0,0.0,35
1.4203176498413086,0.0,0.10855460166931152,0.0,0.389,10,1366,"{'radius': 0.389, 'min_samples': 10, 'decay': 1366}",0.0,0.0,0.0,35
1.5478780269622803,0.0,0.10802578926086426,0.0,0.5,18,1155,"{'radius': 0.5, 'min_samples': 18, 'decay': 1155}",0.0,0.0,0.0,35
1.1157817840576172,0.0,0.1120452880859375,0.0,0.223,16,733,"{'radius': 0.223, 'min_samples': 16, 'decay': 733}",0.0,0.0,0.0,35
1.6390743255615234,0.0,0.004004240036010742,0.0,0.001,4,2000,"{'radius': 0.001, 'min_samples': 4, 'decay': 2000}",0.0,0.0,0.0,35
