mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_w,param_beta,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
230.20775318145752,0.0,6.962065935134888,0.0,5,0.001,"{'w': 5, 'beta': 0.001}",0.4191197394371744,0.4191197394371744,0.0,67
225.48519110679626,0.0,5.565841436386108,0.0,10,0.001,"{'w': 10, 'beta': 0.001}",0.34318350233281025,0.34318350233281025,0.0,87
218.50863552093506,0.0,6.773519039154053,0.0,15,0.001,"{'w': 15, 'beta': 0.001}",0.2999394557076197,0.2999394557076197,0.0,91
224.92107105255127,0.0,7.16874623298645,0.0,20,0.001,"{'w': 20, 'beta': 0.001}",0.3459741313666396,0.3459741313666396,0.0,86
242.27141213417053,0.0,3.1128056049346924,0.0,25,0.001,"{'w': 25, 'beta': 0.001}",0.06578889827512065,0.06578889827512065,0.0,94
267.72268652915955,0.0,3.5023140907287598,0.0,30,0.001,"{'w': 30, 'beta': 0.001}",0.02806694043963962,0.02806694043963962,0.0,96
234.95616626739502,0.0,1.8025574684143066,0.0,35,0.001,"{'w': 35, 'beta': 0.001}",0.0,0.0,0.0,97
247.18961310386658,0.0,3.161205291748047,0.0,40,0.001,"{'w': 40, 'beta': 0.001}",0.0,0.0,0.0,97
237.08679962158203,0.0,1.0861587524414062,0.0,45,0.001,"{'w': 45, 'beta': 0.001}",0.0,0.0,0.0,97
250.7332637310028,0.0,1.2471778392791748,0.0,50,0.001,"{'w': 50, 'beta': 0.001}",0.0,0.0,0.0,97
8.392452001571655,0.0,6.245648622512817,0.0,5,0.112,"{'w': 5, 'beta': 0.112}",0.06387122583112911,0.06387122583112911,0.0,95
79.13602089881897,0.0,14.464062452316284,0.0,10,0.112,"{'w': 10, 'beta': 0.112}",0.7118536792075892,0.7118536792075892,0.0,27
86.68710231781006,0.0,12.614941835403442,0.0,15,0.112,"{'w': 15, 'beta': 0.112}",0.6455559191853275,0.6455559191853275,0.0,32
100.33163619041443,0.0,11.83518123626709,0.0,20,0.112,"{'w': 20, 'beta': 0.112}",0.7185626447153175,0.7185626447153175,0.0,26
72.18626117706299,0.0,21.863175630569458,0.0,25,0.112,"{'w': 25, 'beta': 0.112}",0.6969290136046815,0.6969290136046815,0.0,29
98.27669739723206,0.0,16.698662281036377,0.0,30,0.112,"{'w': 30, 'beta': 0.112}",0.7537280511074939,0.7537280511074939,0.0,19
87.0461814403534,0.0,17.340158462524414,0.0,35,0.112,"{'w': 35, 'beta': 0.112}",0.7539696562701226,0.7539696562701226,0.0,18
