mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_r0,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
16.76653552055359,0.0,0.9105470180511475,0.0,0.001,{'r0': 0.001},1.0,1.0,0.0,1
12.172513008117676,0.0,1.9489874839782715,0.0,0.056,{'r0': 0.056},1.0,1.0,0.0,1
12.540453433990479,0.0,1.6973352432250977,0.0,0.112,{'r0': 0.112},1.0,1.0,0.0,1
12.331864595413208,0.0,1.7756316661834717,0.0,0.167,{'r0': 0.167},1.0,1.0,0.0,1
12.385394811630249,0.0,1.7851831912994385,0.0,0.223,{'r0': 0.223},1.0,1.0,0.0,1
12.487380504608154,0.0,1.759350061416626,0.0,0.278,{'r0': 0.278},1.0,1.0,0.0,1
12.53744912147522,0.0,1.7513060569763184,0.0,0.334,{'r0': 0.334},1.0,1.0,0.0,1
12.368387222290039,0.0,1.7531075477600098,0.0,0.389,{'r0': 0.389},1.0,1.0,0.0,1
12.463212013244629,0.0,1.803605079650879,0.0,0.445,{'r0': 0.445},1.0,1.0,0.0,1
12.150495290756226,0.0,1.8577947616577148,0.0,0.5,{'r0': 0.5},1.0,1.0,0.0,1
